
================================================================
         Multi-QPU Mapping by Ajou University QCSS Lab          
================================================================
Gate(    0)	 x q[14]
Gate( 2385)	cx q[8], q[7]
Gate( 2386)	cx q[12], q[8]
Gate( 2387)	cx q[7], q[12]
Gate( 2388)	 h q[8]
Gate( 2389)	 h q[7]
Gate( 2390)	 t q[14]
Gate( 2391)	 t q[13]
Gate( 2392)	 t q[7]
Gate( 2393)	cx q[13], q[14]
Gate( 2394)	cx q[7], q[13]
Gate( 2395)	cx q[14], q[7]
Gate( 2396)	tdg q[13]
Gate( 2397)	cx q[14], q[13]
Gate( 2398)	tdg q[14]
Gate( 2399)	tdg q[13]
Gate( 2400)	 t q[7]
Gate( 2401)	cx q[7], q[13]
Gate( 2402)	cx q[14], q[7]
Gate( 2403)	cx q[13], q[14]
Gate( 2404)	 h q[7]
Gate( 2405)	 h q[8]
Gate( 2406)	 t q[12]
Gate( 2407)	 t q[7]
Gate( 2408)	 t q[8]
Gate( 2409)	cx q[7], q[12]
Gate( 2410)	cx q[8], q[7]
Gate( 2411)	cx q[12], q[8]
Gate( 2412)	tdg q[7]
Gate( 2413)	cx q[12], q[7]
Gate( 2414)	tdg q[12]
Gate( 2415)	tdg q[7]
Gate( 2416)	 t q[8]
Gate( 2417)	cx q[8], q[7]
Gate( 2418)	cx q[12], q[8]
Gate( 2419)	cx q[7], q[12]
Gate( 2420)	 h q[8]
Gate( 2421)	 h q[10]
Gate( 2422)	 t q[11]
Gate( 2423)	 t q[8]
Gate( 2424)	 t q[10]
Gate( 2425)	cx q[8], q[11]
Gate( 2426)	cx q[10], q[8]
Gate( 2427)	cx q[11], q[10]
Gate( 2428)	tdg q[8]
Gate( 2429)	cx q[11], q[8]
Gate( 2430)	tdg q[11]
Gate( 2431)	tdg q[8]
Gate( 2432)	 t q[10]
Gate( 2433)	cx q[10], q[8]
Gate( 2434)	cx q[11], q[10]
Gate( 2435)	cx q[8], q[11]
Gate( 2436)	 h q[10]
Gate( 2437)	 h q[5]
Gate( 2438)	 t q[11]
Gate( 2439)	 t q[12]
Gate( 2440)	 t q[5]
Gate( 2441)	cx q[12], q[11]
Gate( 2442)	cx q[5], q[12]
Gate( 2443)	cx q[11], q[5]
Gate( 2444)	tdg q[12]
Gate( 2445)	cx q[11], q[12]
Gate( 2446)	tdg q[11]
Gate( 2447)	tdg q[12]
Gate( 2448)	 t q[5]
Gate( 2449)	cx q[5], q[12]
Gate( 2450)	cx q[11], q[5]
Gate( 2451)	cx q[12], q[11]
Gate( 2452)	 h q[5]
Gate( 2453)	 h q[12]
Gate( 2454)	 t q[14]
Gate( 2455)	 t q[13]
Gate( 2456)	 t q[12]
Gate( 2457)	cx q[13], q[14]
Gate( 2458)	cx q[12], q[13]
Gate( 2459)	cx q[14], q[12]
Gate( 2460)	tdg q[13]
Gate( 2461)	cx q[14], q[13]
Gate( 2462)	tdg q[14]
Gate( 2463)	tdg q[13]
Gate( 2464)	 t q[12]
Gate( 2465)	cx q[12], q[13]
Gate( 2466)	cx q[14], q[12]
Gate( 2467)	cx q[13], q[14]
Gate( 2468)	 h q[12]
Gate( 2469)	 h q[5]
Gate( 2470)	 t q[11]
Gate( 2471)	 t q[12]
Gate( 2472)	 t q[5]
Gate( 2473)	cx q[12], q[11]
Gate( 2474)	cx q[5], q[12]
Gate( 2475)	cx q[11], q[5]
Gate( 2476)	tdg q[12]
Gate( 2477)	cx q[11], q[12]
Gate( 2478)	tdg q[11]
Gate( 2479)	tdg q[12]
Gate( 2480)	 t q[5]
Gate( 2481)	cx q[5], q[12]
Gate( 2482)	cx q[11], q[5]
Gate( 2483)	cx q[12], q[11]
Gate( 2484)	 h q[5]
Gate( 2485)	 h q[12]
Gate( 2486)	 t q[14]
Gate( 2487)	 t q[13]
Gate( 2488)	 t q[12]
Gate( 2489)	cx q[13], q[14]
Gate( 2490)	cx q[12], q[13]
Gate( 2491)	cx q[14], q[12]
Gate( 2492)	tdg q[13]
Gate( 2493)	cx q[14], q[13]
Gate( 2494)	tdg q[14]
Gate( 2495)	tdg q[13]
Gate( 2496)	 t q[12]
Gate( 2497)	cx q[12], q[13]
Gate( 2498)	cx q[14], q[12]
Gate( 2499)	cx q[13], q[14]
Gate( 2500)	 h q[12]
Gate( 2501)	 h q[4]
Gate( 2502)	 t q[11]
Gate( 2503)	 t q[12]
Gate( 2504)	 t q[4]
Gate( 2505)	cx q[12], q[11]
Gate( 2506)	cx q[4], q[12]
Gate( 2507)	cx q[11], q[4]
Gate( 2508)	tdg q[12]
Gate( 2509)	cx q[11], q[12]
Gate( 2510)	tdg q[11]
Gate( 2511)	tdg q[12]
Gate( 2512)	 t q[4]
Gate( 2513)	cx q[4], q[12]
Gate( 2514)	cx q[11], q[4]
Gate( 2515)	cx q[12], q[11]
Gate( 2516)	 h q[4]
Gate( 2517)	 h q[12]
Gate( 2518)	 t q[14]
Gate( 2519)	 t q[13]
Gate( 2520)	 t q[12]
Gate( 2521)	cx q[13], q[14]
Gate( 2522)	cx q[12], q[13]
Gate( 2523)	cx q[14], q[12]
Gate( 2524)	tdg q[13]
Gate( 2525)	cx q[14], q[13]
Gate( 2526)	tdg q[14]
Gate( 2527)	tdg q[13]
Gate( 2528)	 t q[12]
Gate( 2529)	cx q[12], q[13]
Gate( 2530)	cx q[14], q[12]
Gate( 2531)	cx q[13], q[14]
Gate( 2532)	 h q[12]
Gate( 2533)	 h q[4]
Gate( 2534)	 t q[11]
Gate( 2535)	 t q[12]
Gate( 2536)	 t q[4]
Gate( 2537)	cx q[12], q[11]
Gate( 2538)	cx q[4], q[12]
Gate( 2539)	cx q[11], q[4]
Gate( 2540)	tdg q[12]
Gate( 2541)	cx q[11], q[12]
Gate( 2542)	tdg q[11]
Gate( 2543)	tdg q[12]
Gate( 2544)	 t q[4]
Gate( 2545)	cx q[4], q[12]
Gate( 2546)	cx q[11], q[4]
Gate( 2547)	cx q[12], q[11]
Gate( 2548)	 h q[4]
Gate( 2549)	 h q[12]
Gate( 2550)	 t q[14]
Gate( 2551)	 t q[13]
Gate( 2552)	 t q[12]
Gate( 2553)	cx q[13], q[14]
Gate( 2554)	cx q[12], q[13]
Gate( 2555)	cx q[14], q[12]
Gate( 2556)	tdg q[13]
Gate( 2557)	cx q[14], q[13]
Gate( 2558)	tdg q[14]
Gate( 2559)	tdg q[13]
Gate( 2560)	 t q[12]
Gate( 2561)	cx q[12], q[13]
Gate( 2562)	cx q[14], q[12]
Gate( 2563)	cx q[13], q[14]
Gate( 2564)	 h q[12]
Gate( 2565)	 h q[3]
Gate( 2566)	 t q[11]
Gate( 2567)	 t q[12]
Gate( 2568)	 t q[3]
Gate( 2569)	cx q[12], q[11]
Gate( 2570)	cx q[3], q[12]
Gate( 2571)	cx q[11], q[3]
Gate( 2572)	tdg q[12]
Gate( 2573)	cx q[11], q[12]
Gate( 2574)	tdg q[11]
Gate( 2575)	tdg q[12]
Gate( 2576)	 t q[3]
Gate( 2577)	cx q[3], q[12]
Gate( 2578)	cx q[11], q[3]
Gate( 2579)	cx q[12], q[11]
Gate( 2580)	 h q[3]
Gate( 2581)	 h q[12]
Gate( 2582)	 t q[14]
Gate( 2583)	 t q[13]
Gate( 2584)	 t q[12]
Gate( 2585)	cx q[13], q[14]
Gate( 2586)	cx q[12], q[13]
Gate( 2587)	cx q[14], q[12]
Gate( 2588)	tdg q[13]
Gate( 2589)	cx q[14], q[13]
Gate( 2590)	tdg q[14]
Gate( 2591)	tdg q[13]
Gate( 2592)	 t q[12]
Gate( 2593)	cx q[12], q[13]
Gate( 2594)	cx q[14], q[12]
Gate( 2595)	cx q[13], q[14]
Gate( 2596)	 h q[12]
Gate( 2597)	 h q[3]
Gate( 2598)	 t q[11]
Gate( 2599)	 t q[12]
Gate( 2600)	 t q[3]
Gate( 2601)	cx q[12], q[11]
Gate( 2602)	cx q[3], q[12]
Gate( 2603)	cx q[11], q[3]
Gate( 2604)	tdg q[12]
Gate( 2605)	cx q[11], q[12]
Gate( 2606)	tdg q[11]
Gate( 2607)	tdg q[12]
Gate( 2608)	 t q[3]
Gate( 2609)	cx q[3], q[12]
Gate( 2610)	cx q[11], q[3]
Gate( 2611)	cx q[12], q[11]
Gate( 2612)	 h q[3]
Gate( 2613)	 h q[12]
Gate( 2614)	 t q[14]
Gate( 2615)	 t q[13]
Gate( 2616)	 t q[12]
Gate( 2617)	cx q[13], q[14]
Gate( 2618)	cx q[12], q[13]
Gate( 2619)	cx q[14], q[12]
Gate( 2620)	tdg q[13]
Gate( 2621)	cx q[14], q[13]
Gate( 2622)	tdg q[14]
Gate( 2623)	tdg q[13]
Gate( 2624)	 t q[12]
Gate( 2625)	cx q[12], q[13]
Gate( 2626)	cx q[14], q[12]
Gate( 2627)	cx q[13], q[14]
Gate( 2628)	 h q[12]
Gate( 2629)	 h q[1]
Gate( 2630)	 t q[11]
Gate( 2631)	 t q[12]
Gate( 2632)	 t q[1]
Gate( 2633)	cx q[12], q[11]
Gate( 2634)	cx q[1], q[12]
Gate( 2635)	cx q[11], q[1]
Gate( 2636)	tdg q[12]
Gate( 2637)	cx q[11], q[12]
Gate( 2638)	tdg q[11]
Gate( 2639)	tdg q[12]
Gate( 2640)	 t q[1]
Gate( 2641)	cx q[1], q[12]
Gate( 2642)	cx q[11], q[1]
Gate( 2643)	cx q[12], q[11]
Gate( 2644)	 h q[1]
Gate( 2645)	 h q[12]
Gate( 2646)	 t q[14]
Gate( 2647)	 t q[13]
Gate( 2648)	 t q[12]
Gate( 2649)	cx q[13], q[14]
Gate( 2650)	cx q[12], q[13]
Gate( 2651)	cx q[14], q[12]
Gate( 2652)	tdg q[13]
Gate( 2653)	cx q[14], q[13]
Gate( 2654)	tdg q[14]
Gate( 2655)	tdg q[13]
Gate( 2656)	 t q[12]
Gate( 2657)	cx q[12], q[13]
Gate( 2658)	cx q[14], q[12]
Gate( 2659)	cx q[13], q[14]
Gate( 2660)	 h q[12]
Gate( 2661)	 h q[1]
Gate( 2662)	 t q[11]
Gate( 2663)	 t q[12]
Gate( 2664)	 t q[1]
Gate( 2665)	cx q[12], q[11]
Gate( 2666)	cx q[1], q[12]
Gate( 2667)	cx q[11], q[1]
Gate( 2668)	tdg q[12]
Gate( 2669)	cx q[11], q[12]
Gate( 2670)	tdg q[11]
Gate( 2671)	tdg q[12]
Gate( 2672)	 t q[1]
Gate( 2673)	cx q[1], q[12]
Gate( 2674)	cx q[11], q[1]
Gate( 2675)	cx q[12], q[11]
Gate( 2676)	 h q[1]
Gate( 2677)	 h q[12]
Gate( 2678)	 t q[14]
Gate( 2679)	 t q[13]
Gate( 2680)	 t q[12]
Gate( 2681)	cx q[13], q[14]
Gate( 2682)	cx q[12], q[13]
Gate( 2683)	cx q[14], q[12]
Gate( 2684)	tdg q[13]
Gate( 2685)	cx q[14], q[13]
Gate( 2686)	tdg q[14]
Gate( 2687)	tdg q[13]
Gate( 2688)	 t q[12]
Gate( 2689)	cx q[12], q[13]
Gate( 2690)	cx q[14], q[12]
Gate( 2691)	cx q[13], q[14]
Gate( 2692)	 h q[12]
Gate( 2693)	 h q[0]
Gate( 2694)	 t q[11]
Gate( 2695)	 t q[12]
Gate( 2696)	 t q[0]
Gate( 2697)	cx q[12], q[11]
Gate( 2698)	cx q[0], q[12]
Gate( 2699)	cx q[11], q[0]
Gate( 2700)	tdg q[12]
Gate( 2701)	cx q[11], q[12]
Gate( 2702)	tdg q[11]
Gate( 2703)	tdg q[12]
Gate( 2704)	 t q[0]
Gate( 2705)	cx q[0], q[12]
Gate( 2706)	cx q[11], q[0]
Gate( 2707)	cx q[12], q[11]
Gate( 2708)	 h q[0]
Gate( 2709)	 h q[12]
Gate( 2710)	 t q[14]
Gate( 2711)	 t q[13]
Gate( 2712)	 t q[12]
Gate( 2713)	cx q[13], q[14]
Gate( 2714)	cx q[12], q[13]
Gate( 2715)	cx q[14], q[12]
Gate( 2716)	tdg q[13]
Gate( 2717)	cx q[14], q[13]
Gate( 2718)	tdg q[14]
Gate( 2719)	tdg q[13]
Gate( 2720)	 t q[12]
Gate( 2721)	cx q[12], q[13]
Gate( 2722)	cx q[14], q[12]
Gate( 2723)	cx q[13], q[14]
Gate( 2724)	 h q[12]
Gate( 2725)	 h q[0]
Gate( 2726)	 t q[11]
Gate( 2727)	 t q[12]
Gate( 2728)	 t q[0]
Gate( 2729)	cx q[12], q[11]
Gate( 2730)	cx q[0], q[12]
Gate( 2731)	cx q[11], q[0]
Gate( 2732)	tdg q[12]
Gate( 2733)	cx q[11], q[12]
Gate( 2734)	tdg q[11]
Gate( 2735)	tdg q[12]
Gate( 2736)	 t q[0]
Gate( 2737)	cx q[0], q[12]
Gate( 2738)	cx q[11], q[0]
Gate( 2739)	cx q[12], q[11]
Gate( 2740)	 h q[0]
Gate( 2741)	 h q[12]
Gate( 2742)	 t q[14]
Gate( 2743)	 t q[13]
Gate( 2744)	 t q[12]
Gate( 2745)	cx q[13], q[14]
Gate( 2746)	cx q[12], q[13]
Gate( 2747)	cx q[14], q[12]
Gate( 2748)	tdg q[13]
Gate( 2749)	cx q[14], q[13]
Gate( 2750)	tdg q[14]
Gate( 2751)	tdg q[13]
Gate( 2752)	 t q[12]
Gate( 2753)	cx q[12], q[13]
Gate( 2754)	cx q[14], q[12]
Gate( 2755)	cx q[13], q[14]
Gate( 2756)	 h q[12]
Gate( 2757)	 x q[11]
Gate( 2758)	 x q[12]
Gate( 2759)	 h q[4]
Gate( 2760)	 t q[11]
Gate( 2761)	 t q[13]
Gate( 2762)	 t q[4]
Gate( 2763)	cx q[13], q[11]
Gate( 2764)	cx q[4], q[13]
Gate( 2765)	cx q[11], q[4]
Gate( 2766)	tdg q[13]
Gate( 2767)	cx q[11], q[13]
Gate( 2768)	tdg q[11]
Gate( 2769)	tdg q[13]
Gate( 2770)	 t q[4]
Gate( 2771)	cx q[4], q[13]
Gate( 2772)	cx q[11], q[4]
Gate( 2773)	cx q[13], q[11]
Gate( 2774)	 h q[4]
Gate( 2775)	 h q[13]
Gate( 2776)	 t q[14]
Gate( 2777)	 t q[12]
Gate( 2778)	 t q[13]
Gate( 2779)	cx q[12], q[14]
Gate( 2780)	cx q[13], q[12]
Gate( 2781)	cx q[14], q[13]
Gate( 2782)	tdg q[12]
Gate( 2783)	cx q[14], q[12]
Gate( 2784)	tdg q[14]
Gate( 2785)	tdg q[12]
Gate( 2786)	 t q[13]
Gate( 2787)	cx q[13], q[12]
Gate( 2788)	cx q[14], q[13]
Gate( 2789)	cx q[12], q[14]
Gate( 2790)	 h q[13]
Gate( 2791)	 h q[4]
Gate( 2792)	 t q[11]
Gate( 2793)	 t q[13]
Gate( 2794)	 t q[4]
Gate( 2795)	cx q[13], q[11]
Gate( 2796)	cx q[4], q[13]
Gate( 2797)	cx q[11], q[4]
Gate( 2798)	tdg q[13]
Gate( 2799)	cx q[11], q[13]
Gate( 2800)	tdg q[11]
Gate( 2801)	tdg q[13]
Gate( 2802)	 t q[4]
Gate( 2803)	cx q[4], q[13]
Gate( 2804)	cx q[11], q[4]
Gate( 2805)	cx q[13], q[11]
Gate( 2806)	 h q[4]
Gate( 2807)	 h q[13]
Gate( 2808)	 t q[14]
Gate( 2809)	 t q[12]
Gate( 2810)	 t q[13]
Gate( 2811)	cx q[12], q[14]
Gate( 2812)	cx q[13], q[12]
Gate( 2813)	cx q[14], q[13]
Gate( 2814)	tdg q[12]
Gate( 2815)	cx q[14], q[12]
Gate( 2816)	tdg q[14]
Gate( 2817)	tdg q[12]
Gate( 2818)	 t q[13]
Gate( 2819)	cx q[13], q[12]
Gate( 2820)	cx q[14], q[13]
Gate( 2821)	cx q[12], q[14]
Gate( 2822)	 h q[13]
Gate( 2823)	 h q[5]
Gate( 2824)	 t q[14]
Gate( 2825)	 t q[12]
Gate( 2826)	 t q[5]
Gate( 2827)	cx q[12], q[14]
Gate( 2828)	cx q[5], q[12]
Gate( 2829)	cx q[14], q[5]
Gate( 2830)	tdg q[12]
Gate( 2831)	cx q[14], q[12]
Gate( 2832)	tdg q[14]
Gate( 2833)	tdg q[12]
Gate( 2834)	 t q[5]
Gate( 2835)	cx q[5], q[12]
Gate( 2836)	cx q[14], q[5]
Gate( 2837)	cx q[12], q[14]
Gate( 2838)	 h q[5]
Gate( 2839)	 h q[2]
Gate( 2840)	 t q[14]
Gate( 2841)	 t q[12]
Gate( 2842)	 t q[2]
Gate( 2843)	cx q[12], q[14]
Gate( 2844)	cx q[2], q[12]
Gate( 2845)	cx q[14], q[2]
Gate( 2846)	tdg q[12]
Gate( 2847)	cx q[14], q[12]
Gate( 2848)	tdg q[14]
Gate( 2849)	tdg q[12]
Gate( 2850)	 t q[2]
Gate( 2851)	cx q[2], q[12]
Gate( 2852)	cx q[14], q[2]
Gate( 2853)	cx q[12], q[14]
Gate( 2854)	 h q[2]
Gate( 2855)	 h q[1]
Gate( 2856)	 t q[14]
Gate( 2857)	 t q[12]
Gate( 2858)	 t q[1]
Gate( 2859)	cx q[12], q[14]
Gate( 2860)	cx q[1], q[12]
Gate( 2861)	cx q[14], q[1]
Gate( 2862)	tdg q[12]
Gate( 2863)	cx q[14], q[12]
Gate( 2864)	tdg q[14]
Gate( 2865)	tdg q[12]
Gate( 2866)	 t q[1]
Gate( 2867)	cx q[1], q[12]
Gate( 2868)	cx q[14], q[1]
Gate( 2869)	cx q[12], q[14]
Gate( 2870)	 h q[1]
Gate( 2871)	 h q[0]
Gate( 2872)	 t q[14]
Gate( 2873)	 t q[12]
Gate( 2874)	 t q[0]
Gate( 2875)	cx q[12], q[14]
Gate( 2876)	cx q[0], q[12]
Gate( 2877)	cx q[14], q[0]
Gate( 2878)	tdg q[12]
Gate( 2879)	cx q[14], q[12]
Gate( 2880)	tdg q[14]
Gate( 2881)	tdg q[12]
Gate( 2882)	 t q[0]
Gate( 2883)	cx q[0], q[12]
Gate( 2884)	cx q[14], q[0]
Gate( 2885)	cx q[12], q[14]
Gate( 2886)	 h q[0]
Gate( 2887)	 h q[5]
Gate( 2888)	 t q[11]
Gate( 2889)	 t q[14]
Gate( 2890)	 t q[5]
Gate( 2891)	cx q[14], q[11]
Gate( 2892)	cx q[5], q[14]
Gate( 2893)	cx q[11], q[5]
Gate( 2894)	tdg q[14]
Gate( 2895)	cx q[11], q[14]
Gate( 2896)	tdg q[11]
Gate( 2897)	tdg q[14]
Gate( 2898)	 t q[5]
Gate( 2899)	cx q[5], q[14]
Gate( 2900)	cx q[11], q[5]
Gate( 2901)	cx q[14], q[11]
Gate( 2902)	 h q[5]
Gate( 2903)	 h q[14]
Gate( 2904)	 t q[13]
Gate( 2905)	 t q[12]
Gate( 2906)	 t q[14]
Gate( 2907)	cx q[12], q[13]
Gate( 2908)	cx q[14], q[12]
Gate( 2909)	cx q[13], q[14]
Gate( 2910)	tdg q[12]
Gate( 2911)	cx q[13], q[12]
Gate( 2912)	tdg q[13]
Gate( 2913)	tdg q[12]
Gate( 2914)	 t q[14]
Gate( 2915)	cx q[14], q[12]
Gate( 2916)	cx q[13], q[14]
Gate( 2917)	cx q[12], q[13]
Gate( 2918)	 h q[14]
Gate( 2919)	 h q[5]
Gate( 2920)	 t q[11]
Gate( 2921)	 t q[14]
Gate( 2922)	 t q[5]
Gate( 2923)	cx q[14], q[11]
Gate( 2924)	cx q[5], q[14]
Gate( 2925)	cx q[11], q[5]
Gate( 2926)	tdg q[14]
Gate( 2927)	cx q[11], q[14]
Gate( 2928)	tdg q[11]
Gate( 2929)	tdg q[14]
Gate( 2930)	 t q[5]
Gate( 2931)	cx q[5], q[14]
Gate( 2932)	cx q[11], q[5]
Gate( 2933)	cx q[14], q[11]
Gate( 2934)	 h q[5]
Gate( 2935)	 h q[14]
Gate( 2936)	 t q[13]
Gate( 2937)	 t q[12]
Gate( 2938)	 t q[14]
Gate( 2939)	cx q[12], q[13]
Gate( 2940)	cx q[14], q[12]
Gate( 2941)	cx q[13], q[14]
Gate( 2942)	tdg q[12]
Gate( 2943)	cx q[13], q[12]
Gate( 2944)	tdg q[13]
Gate( 2945)	tdg q[12]
Gate( 2946)	 t q[14]
Gate( 2947)	cx q[14], q[12]
Gate( 2948)	cx q[13], q[14]
Gate( 2949)	cx q[12], q[13]
Gate( 2950)	 h q[14]
Gate( 2951)	 h q[4]
Gate( 2952)	 t q[11]
Gate( 2953)	 t q[14]
Gate( 2954)	 t q[4]
Gate( 2955)	cx q[14], q[11]
Gate( 2956)	cx q[4], q[14]
Gate( 2957)	cx q[11], q[4]
Gate( 2958)	tdg q[14]
Gate( 2959)	cx q[11], q[14]
Gate( 2960)	tdg q[11]
Gate( 2961)	tdg q[14]
Gate( 2962)	 t q[4]
Gate( 2963)	cx q[4], q[14]
Gate( 2964)	cx q[11], q[4]
Gate( 2965)	cx q[14], q[11]
Gate( 2966)	 h q[4]
Gate( 2967)	 h q[14]
Gate( 2968)	 t q[13]
Gate( 2969)	 t q[12]
Gate( 2970)	 t q[14]
Gate( 2971)	cx q[12], q[13]
Gate( 2972)	cx q[14], q[12]
Gate( 2973)	cx q[13], q[14]
Gate( 2974)	tdg q[12]
Gate( 2975)	cx q[13], q[12]
Gate( 2976)	tdg q[13]
Gate( 2977)	tdg q[12]
Gate( 2978)	 t q[14]
Gate( 2979)	cx q[14], q[12]
Gate( 2980)	cx q[13], q[14]
Gate( 2981)	cx q[12], q[13]
Gate( 2982)	 h q[14]
Gate( 2983)	 h q[4]
Gate( 2984)	 t q[11]
Gate( 2985)	 t q[14]
Gate( 2986)	 t q[4]
Gate( 2987)	cx q[14], q[11]
Gate( 2988)	cx q[4], q[14]
Gate( 2989)	cx q[11], q[4]
Gate( 2990)	tdg q[14]
Gate( 2991)	cx q[11], q[14]
Gate( 2992)	tdg q[11]
Gate( 2993)	tdg q[14]
Gate( 2994)	 t q[4]
Gate( 2995)	cx q[4], q[14]
Gate( 2996)	cx q[11], q[4]
Gate( 2997)	cx q[14], q[11]
Gate( 2998)	 h q[4]
Gate( 2999)	 h q[14]
Gate( 3000)	 t q[13]
Gate( 3001)	 t q[12]
Gate( 3002)	 t q[14]
Gate( 3003)	cx q[12], q[13]
Gate( 3004)	cx q[14], q[12]
Gate( 3005)	cx q[13], q[14]
Gate( 3006)	tdg q[12]
Gate( 3007)	cx q[13], q[12]
Gate( 3008)	tdg q[13]
Gate( 3009)	tdg q[12]
Gate( 3010)	 t q[14]
Gate( 3011)	cx q[14], q[12]
Gate( 3012)	cx q[13], q[14]
Gate( 3013)	cx q[12], q[13]
Gate( 3014)	 h q[14]
Gate( 3015)	 h q[2]
Gate( 3016)	 t q[11]
Gate( 3017)	 t q[14]
Gate( 3018)	 t q[2]
Gate( 3019)	cx q[14], q[11]
Gate( 3020)	cx q[2], q[14]
Gate( 3021)	cx q[11], q[2]
Gate( 3022)	tdg q[14]
Gate( 3023)	cx q[11], q[14]
Gate( 3024)	tdg q[11]
Gate( 3025)	tdg q[14]
Gate( 3026)	 t q[2]
Gate( 3027)	cx q[2], q[14]
Gate( 3028)	cx q[11], q[2]
Gate( 3029)	cx q[14], q[11]
Gate( 3030)	 h q[2]
Gate( 3031)	 h q[14]
Gate( 3032)	 t q[13]
Gate( 3033)	 t q[12]
Gate( 3034)	 t q[14]
Gate( 3035)	cx q[12], q[13]
Gate( 3036)	cx q[14], q[12]
Gate( 3037)	cx q[13], q[14]
Gate( 3038)	tdg q[12]
Gate( 3039)	cx q[13], q[12]
Gate( 3040)	tdg q[13]
Gate( 3041)	tdg q[12]
Gate( 3042)	 t q[14]
Gate( 3043)	cx q[14], q[12]
Gate( 3044)	cx q[13], q[14]
Gate( 3045)	cx q[12], q[13]
Gate( 3046)	 h q[14]
Gate( 3047)	 h q[2]
Gate( 3048)	 t q[11]
Gate( 3049)	 t q[14]
Gate( 3050)	 t q[2]
Gate( 3051)	cx q[14], q[11]
Gate( 3052)	cx q[2], q[14]
Gate( 3053)	cx q[11], q[2]
Gate( 3054)	tdg q[14]
Gate( 3055)	cx q[11], q[14]
Gate( 3056)	tdg q[11]
Gate( 3057)	tdg q[14]
Gate( 3058)	 t q[2]
Gate( 3059)	cx q[2], q[14]
Gate( 3060)	cx q[11], q[2]
Gate( 3061)	cx q[14], q[11]
Gate( 3062)	 h q[2]
Gate( 3063)	 h q[14]
Gate( 3064)	 t q[13]
Gate( 3065)	 t q[12]
Gate( 3066)	 t q[14]
Gate( 3067)	cx q[12], q[13]
Gate( 3068)	cx q[14], q[12]
Gate( 3069)	cx q[13], q[14]
Gate( 3070)	tdg q[12]
Gate( 3071)	cx q[13], q[12]
Gate( 3072)	tdg q[13]
Gate( 3073)	tdg q[12]
Gate( 3074)	 t q[14]
Gate( 3075)	cx q[14], q[12]
Gate( 3076)	cx q[13], q[14]
Gate( 3077)	cx q[12], q[13]
Gate( 3078)	 h q[14]
Gate( 3079)	 h q[1]
Gate( 3080)	 t q[11]
Gate( 3081)	 t q[14]
Gate( 3082)	 t q[1]
Gate( 3083)	cx q[14], q[11]
Gate( 3084)	cx q[1], q[14]
Gate( 3085)	cx q[11], q[1]
Gate( 3086)	tdg q[14]
Gate( 3087)	cx q[11], q[14]
Gate( 3088)	tdg q[11]
Gate( 3089)	tdg q[14]
Gate( 3090)	 t q[1]
Gate( 3091)	cx q[1], q[14]
Gate( 3092)	cx q[11], q[1]
Gate( 3093)	cx q[14], q[11]
Gate( 3094)	 h q[1]
Gate( 3095)	 h q[14]
Gate( 3096)	 t q[13]
Gate( 3097)	 t q[12]
Gate( 3098)	 t q[14]
Gate( 3099)	cx q[12], q[13]
Gate( 3100)	cx q[14], q[12]
Gate( 3101)	cx q[13], q[14]
Gate( 3102)	tdg q[12]
Gate( 3103)	cx q[13], q[12]
Gate( 3104)	tdg q[13]
Gate( 3105)	tdg q[12]
Gate( 3106)	 t q[14]
Gate( 3107)	cx q[14], q[12]
Gate( 3108)	cx q[13], q[14]
Gate( 3109)	cx q[12], q[13]
Gate( 3110)	 h q[14]
Gate( 3111)	 h q[1]
Gate( 3112)	 t q[11]
Gate( 3113)	 t q[14]
Gate( 3114)	 t q[1]
Gate( 3115)	cx q[14], q[11]
Gate( 3116)	cx q[1], q[14]
Gate( 3117)	cx q[11], q[1]
Gate( 3118)	tdg q[14]
Gate( 3119)	cx q[11], q[14]
Gate( 3120)	tdg q[11]
Gate( 3121)	tdg q[14]
Gate( 3122)	 t q[1]
Gate( 3123)	cx q[1], q[14]
Gate( 3124)	cx q[11], q[1]
Gate( 3125)	cx q[14], q[11]
Gate( 3126)	 h q[1]
Gate( 3127)	 h q[14]
Gate( 3128)	 t q[13]
Gate( 3129)	 t q[12]
Gate( 3130)	 t q[14]
Gate( 3131)	cx q[12], q[13]
Gate( 3132)	cx q[14], q[12]
Gate( 3133)	cx q[13], q[14]
Gate( 3134)	tdg q[12]
Gate( 3135)	cx q[13], q[12]
Gate( 3136)	tdg q[13]
Gate( 3137)	tdg q[12]
Gate( 3138)	 t q[14]
Gate( 3139)	cx q[14], q[12]
Gate( 3140)	cx q[13], q[14]
Gate( 3141)	cx q[12], q[13]
Gate( 3142)	 h q[14]
Gate( 3143)	 h q[0]
Gate( 3144)	 t q[11]
Gate( 3145)	 t q[14]
Gate( 3146)	 t q[0]
Gate( 3147)	cx q[14], q[11]
Gate( 3148)	cx q[0], q[14]
Gate( 3149)	cx q[11], q[0]
Gate( 3150)	tdg q[14]
Gate( 3151)	cx q[11], q[14]
Gate( 3152)	tdg q[11]
Gate( 3153)	tdg q[14]
Gate( 3154)	 t q[0]
Gate( 3155)	cx q[0], q[14]
Gate( 3156)	cx q[11], q[0]
Gate( 3157)	cx q[14], q[11]
Gate( 3158)	 h q[0]
Gate( 3159)	 h q[14]
Gate( 3160)	 t q[13]
Gate( 3161)	 t q[12]
