
================================================================
         Multi-QPU Mapping by Ajou University QCSS Lab          
================================================================
Gate(    0)	cx q[4], q[0]
Gate( 2384)	cx q[9], q[5]
Gate( 2385)	cx q[6], q[9]
Gate( 2386)	tdg q[5]
Gate( 2387)	cx q[6], q[5]
Gate( 2388)	tdg q[6]
Gate( 2389)	tdg q[5]
Gate( 2390)	 t q[9]
Gate( 2391)	cx q[9], q[5]
Gate( 2392)	cx q[6], q[9]
Gate( 2393)	cx q[5], q[6]
Gate( 2394)	 h q[9]
Gate( 2395)	 h q[3]
Gate( 2396)	 t q[4]
Gate( 2397)	 t q[9]
Gate( 2398)	 t q[3]
Gate( 2399)	cx q[9], q[4]
Gate( 2400)	cx q[3], q[9]
Gate( 2401)	cx q[4], q[3]
Gate( 2402)	tdg q[9]
Gate( 2403)	cx q[4], q[9]
Gate( 2404)	tdg q[4]
Gate( 2405)	tdg q[9]
Gate( 2406)	 t q[3]
Gate( 2407)	cx q[3], q[9]
Gate( 2408)	cx q[4], q[3]
Gate( 2409)	cx q[9], q[4]
Gate( 2410)	 h q[3]
Gate( 2411)	 h q[9]
Gate( 2412)	 t q[6]
Gate( 2413)	 t q[5]
Gate( 2414)	 t q[9]
Gate( 2415)	cx q[5], q[6]
Gate( 2416)	cx q[9], q[5]
Gate( 2417)	cx q[6], q[9]
Gate( 2418)	tdg q[5]
Gate( 2419)	cx q[6], q[5]
Gate( 2420)	tdg q[6]
Gate( 2421)	tdg q[5]
Gate( 2422)	 t q[9]
Gate( 2423)	cx q[9], q[5]
Gate( 2424)	cx q[6], q[9]
Gate( 2425)	cx q[5], q[6]
Gate( 2426)	 h q[9]
Gate( 2427)	 h q[5]
Gate( 2428)	 t q[7]
Gate( 2429)	 t q[2]
Gate( 2430)	 t q[5]
Gate( 2431)	cx q[2], q[7]
Gate( 2432)	cx q[5], q[2]
Gate( 2433)	cx q[7], q[5]
Gate( 2434)	tdg q[2]
Gate( 2435)	cx q[7], q[2]
Gate( 2436)	tdg q[7]
Gate( 2437)	tdg q[2]
Gate( 2438)	 t q[5]
Gate( 2439)	cx q[5], q[2]
Gate( 2440)	cx q[7], q[5]
Gate( 2441)	cx q[2], q[7]
Gate( 2442)	 h q[5]
Gate( 2443)	 h q[2]
Gate( 2444)	 t q[10]
Gate( 2445)	 t q[8]
Gate( 2446)	 t q[2]
Gate( 2447)	cx q[8], q[10]
Gate( 2448)	cx q[2], q[8]
Gate( 2449)	cx q[10], q[2]
Gate( 2450)	tdg q[8]
Gate( 2451)	cx q[10], q[8]
Gate( 2452)	tdg q[10]
Gate( 2453)	tdg q[8]
Gate( 2454)	 t q[2]
Gate( 2455)	cx q[2], q[8]
Gate( 2456)	cx q[10], q[2]
Gate( 2457)	cx q[8], q[10]
Gate( 2458)	 h q[2]
Gate( 2459)	 h q[5]
Gate( 2460)	 t q[7]
Gate( 2461)	 t q[2]
Gate( 2462)	 t q[5]
Gate( 2463)	cx q[2], q[7]
Gate( 2464)	cx q[5], q[2]
Gate( 2465)	cx q[7], q[5]
Gate( 2466)	tdg q[2]
Gate( 2467)	cx q[7], q[2]
Gate( 2468)	tdg q[7]
Gate( 2469)	tdg q[2]
Gate( 2470)	 t q[5]
Gate( 2471)	cx q[5], q[2]
Gate( 2472)	cx q[7], q[5]
Gate( 2473)	cx q[2], q[7]
Gate( 2474)	 h q[5]
Gate( 2475)	 h q[9]
Gate( 2476)	 t q[6]
Gate( 2477)	 t q[5]
Gate( 2478)	 t q[9]
Gate( 2479)	cx q[5], q[6]
Gate( 2480)	cx q[9], q[5]
Gate( 2481)	cx q[6], q[9]
Gate( 2482)	tdg q[5]
Gate( 2483)	cx q[6], q[5]
Gate( 2484)	tdg q[6]
Gate( 2485)	tdg q[5]
Gate( 2486)	 t q[9]
Gate( 2487)	cx q[9], q[5]
Gate( 2488)	cx q[6], q[9]
Gate( 2489)	cx q[5], q[6]
Gate( 2490)	 h q[9]
Gate( 2491)	cx q[6], q[2]
Gate( 2492)	 x q[5]
Gate( 2493)	 h q[2]
Gate( 2494)	 t q[8]
Gate( 2495)	 t q[5]
Gate( 2496)	 t q[2]
Gate( 2497)	cx q[5], q[8]
Gate( 2498)	cx q[2], q[5]
Gate( 2499)	cx q[8], q[2]
Gate( 2500)	tdg q[5]
Gate( 2501)	cx q[8], q[5]
Gate( 2502)	tdg q[8]
Gate( 2503)	tdg q[5]
Gate( 2504)	 t q[2]
Gate( 2505)	cx q[2], q[5]
Gate( 2506)	cx q[8], q[2]
Gate( 2507)	cx q[5], q[8]
Gate( 2508)	 h q[2]
Gate( 2509)	 h q[1]
Gate( 2510)	 t q[8]
Gate( 2511)	 t q[5]
Gate( 2512)	 t q[1]
Gate( 2513)	cx q[5], q[8]
Gate( 2514)	cx q[1], q[5]
Gate( 2515)	cx q[8], q[1]
Gate( 2516)	tdg q[5]
Gate( 2517)	cx q[8], q[5]
Gate( 2518)	tdg q[8]
Gate( 2519)	tdg q[5]
Gate( 2520)	 t q[1]
Gate( 2521)	cx q[1], q[5]
Gate( 2522)	cx q[8], q[1]
Gate( 2523)	cx q[5], q[8]
Gate( 2524)	 h q[1]
Gate( 2525)	 h q[3]
Gate( 2526)	 t q[9]
Gate( 2527)	 t q[5]
Gate( 2528)	 t q[3]
Gate( 2529)	cx q[5], q[9]
Gate( 2530)	cx q[3], q[5]
Gate( 2531)	cx q[9], q[3]
Gate( 2532)	tdg q[5]
Gate( 2533)	cx q[9], q[5]
Gate( 2534)	tdg q[9]
Gate( 2535)	tdg q[5]
Gate( 2536)	 t q[3]
Gate( 2537)	cx q[3], q[5]
Gate( 2538)	cx q[9], q[3]
Gate( 2539)	cx q[5], q[9]
Gate( 2540)	 h q[3]
Gate( 2541)	 h q[3]
Gate( 2542)	 t q[5]
Gate( 2543)	 t q[10]
Gate( 2544)	 t q[3]
Gate( 2545)	cx q[10], q[5]
Gate( 2546)	cx q[3], q[10]
Gate( 2547)	cx q[5], q[3]
Gate( 2548)	tdg q[10]
Gate( 2549)	cx q[5], q[10]
Gate( 2550)	tdg q[5]
Gate( 2551)	tdg q[10]
Gate( 2552)	 t q[3]
Gate( 2553)	cx q[3], q[10]
Gate( 2554)	cx q[5], q[3]
Gate( 2555)	cx q[10], q[5]
Gate( 2556)	 h q[3]
Gate( 2557)	 h q[10]
Gate( 2558)	 t q[7]
Gate( 2559)	 t q[6]
Gate( 2560)	 t q[10]
Gate( 2561)	cx q[6], q[7]
Gate( 2562)	cx q[10], q[6]
Gate( 2563)	cx q[7], q[10]
Gate( 2564)	tdg q[6]
Gate( 2565)	cx q[7], q[6]
Gate( 2566)	tdg q[7]
Gate( 2567)	tdg q[6]
Gate( 2568)	 t q[10]
Gate( 2569)	cx q[10], q[6]
Gate( 2570)	cx q[7], q[10]
Gate( 2571)	cx q[6], q[7]
Gate( 2572)	 h q[10]
Gate( 2573)	 h q[6]
Gate( 2574)	 t q[9]
Gate( 2575)	 t q[8]
Gate( 2576)	 t q[6]
Gate( 2577)	cx q[8], q[9]
Gate( 2578)	cx q[6], q[8]
Gate( 2579)	cx q[9], q[6]
Gate( 2580)	tdg q[8]
Gate( 2581)	cx q[9], q[8]
Gate( 2582)	tdg q[9]
Gate( 2583)	tdg q[8]
Gate( 2584)	 t q[6]
Gate( 2585)	cx q[6], q[8]
Gate( 2586)	cx q[9], q[6]
Gate( 2587)	cx q[8], q[9]
Gate( 2588)	 h q[6]
Gate( 2589)	 h q[10]
Gate( 2590)	 t q[7]
Gate( 2591)	 t q[6]
Gate( 2592)	 t q[10]
Gate( 2593)	cx q[6], q[7]
Gate( 2594)	cx q[10], q[6]
Gate( 2595)	cx q[7], q[10]
Gate( 2596)	tdg q[6]
Gate( 2597)	cx q[7], q[6]
Gate( 2598)	tdg q[7]
Gate( 2599)	tdg q[6]
Gate( 2600)	 t q[10]
Gate( 2601)	cx q[10], q[6]
Gate( 2602)	cx q[7], q[10]
Gate( 2603)	cx q[6], q[7]
Gate( 2604)	 h q[10]
Gate( 2605)	 h q[3]
Gate( 2606)	 t q[5]
Gate( 2607)	 t q[10]
Gate( 2608)	 t q[3]
Gate( 2609)	cx q[10], q[5]
Gate( 2610)	cx q[3], q[10]
Gate( 2611)	cx q[5], q[3]
Gate( 2612)	tdg q[10]
Gate( 2613)	cx q[5], q[10]
Gate( 2614)	tdg q[5]
Gate( 2615)	tdg q[10]
Gate( 2616)	 t q[3]
Gate( 2617)	cx q[3], q[10]
Gate( 2618)	cx q[5], q[3]
Gate( 2619)	cx q[10], q[5]
Gate( 2620)	 h q[3]
Gate( 2621)	 h q[10]
Gate( 2622)	 t q[7]
Gate( 2623)	 t q[6]
Gate( 2624)	 t q[10]
Gate( 2625)	cx q[6], q[7]
Gate( 2626)	cx q[10], q[6]
Gate( 2627)	cx q[7], q[10]
Gate( 2628)	tdg q[6]
Gate( 2629)	cx q[7], q[6]
Gate( 2630)	tdg q[7]
Gate( 2631)	tdg q[6]
Gate( 2632)	 t q[10]
Gate( 2633)	cx q[10], q[6]
Gate( 2634)	cx q[7], q[10]
Gate( 2635)	cx q[6], q[7]
Gate( 2636)	 h q[10]
Gate( 2637)	 h q[6]
Gate( 2638)	 t q[9]
Gate( 2639)	 t q[8]
Gate( 2640)	 t q[6]
Gate( 2641)	cx q[8], q[9]
Gate( 2642)	cx q[6], q[8]
Gate( 2643)	cx q[9], q[6]
Gate( 2644)	tdg q[8]
Gate( 2645)	cx q[9], q[8]
Gate( 2646)	tdg q[9]
Gate( 2647)	tdg q[8]
Gate( 2648)	 t q[6]
Gate( 2649)	cx q[6], q[8]
Gate( 2650)	cx q[9], q[6]
Gate( 2651)	cx q[8], q[9]
Gate( 2652)	 h q[6]
Gate( 2653)	 h q[10]
Gate( 2654)	 t q[7]
Gate( 2655)	 t q[6]
Gate( 2656)	 t q[10]
Gate( 2657)	cx q[6], q[7]
Gate( 2658)	cx q[10], q[6]
Gate( 2659)	cx q[7], q[10]
Gate( 2660)	tdg q[6]
Gate( 2661)	cx q[7], q[6]
Gate( 2662)	tdg q[7]
Gate( 2663)	tdg q[6]
Gate( 2664)	 t q[10]
Gate( 2665)	cx q[10], q[6]
Gate( 2666)	cx q[7], q[10]
Gate( 2667)	cx q[6], q[7]
Gate( 2668)	 h q[10]
Gate( 2669)	 h q[3]
Gate( 2670)	 t q[5]
Gate( 2671)	 t q[10]
Gate( 2672)	 t q[3]
Gate( 2673)	cx q[10], q[5]
Gate( 2674)	cx q[3], q[10]
Gate( 2675)	cx q[5], q[3]
Gate( 2676)	tdg q[10]
Gate( 2677)	cx q[5], q[10]
Gate( 2678)	tdg q[5]
Gate( 2679)	tdg q[10]
Gate( 2680)	 t q[3]
Gate( 2681)	cx q[3], q[10]
Gate( 2682)	cx q[5], q[3]
Gate( 2683)	cx q[10], q[5]
Gate( 2684)	 h q[3]
Gate( 2685)	 h q[10]
Gate( 2686)	 t q[8]
Gate( 2687)	 t q[7]
Gate( 2688)	 t q[10]
Gate( 2689)	cx q[7], q[8]
Gate( 2690)	cx q[10], q[7]
Gate( 2691)	cx q[8], q[10]
Gate( 2692)	tdg q[7]
Gate( 2693)	cx q[8], q[7]
Gate( 2694)	tdg q[8]
Gate( 2695)	tdg q[7]
Gate( 2696)	 t q[10]
Gate( 2697)	cx q[10], q[7]
Gate( 2698)	cx q[8], q[10]
Gate( 2699)	cx q[7], q[8]
Gate( 2700)	 h q[10]
Gate( 2701)	 h q[3]
Gate( 2702)	 t q[5]
Gate( 2703)	 t q[10]
Gate( 2704)	 t q[3]
Gate( 2705)	cx q[10], q[5]
Gate( 2706)	cx q[3], q[10]
Gate( 2707)	cx q[5], q[3]
Gate( 2708)	tdg q[10]
Gate( 2709)	cx q[5], q[10]
Gate( 2710)	tdg q[5]
Gate( 2711)	tdg q[10]
Gate( 2712)	 t q[3]
Gate( 2713)	cx q[3], q[10]
Gate( 2714)	cx q[5], q[3]
Gate( 2715)	cx q[10], q[5]
Gate( 2716)	 h q[3]
Gate( 2717)	 h q[10]
Gate( 2718)	 t q[8]
Gate( 2719)	 t q[7]
Gate( 2720)	 t q[10]
Gate( 2721)	cx q[7], q[8]
Gate( 2722)	cx q[10], q[7]
Gate( 2723)	cx q[8], q[10]
Gate( 2724)	tdg q[7]
Gate( 2725)	cx q[8], q[7]
Gate( 2726)	tdg q[8]
Gate( 2727)	tdg q[7]
Gate( 2728)	 t q[10]
Gate( 2729)	cx q[10], q[7]
Gate( 2730)	cx q[8], q[10]
Gate( 2731)	cx q[7], q[8]
Gate( 2732)	 h q[10]
Gate( 2733)	 x q[5]
Gate( 2734)	 x q[8]
Gate( 2735)	 h q[1]
Gate( 2736)	 t q[8]
Gate( 2737)	 t q[5]
Gate( 2738)	 t q[1]
Gate( 2739)	cx q[5], q[8]
Gate( 2740)	cx q[1], q[5]
Gate( 2741)	cx q[8], q[1]
Gate( 2742)	tdg q[5]
Gate( 2743)	cx q[8], q[5]
Gate( 2744)	tdg q[8]
Gate( 2745)	tdg q[5]
Gate( 2746)	 t q[1]
Gate( 2747)	cx q[1], q[5]
Gate( 2748)	cx q[8], q[1]
Gate( 2749)	cx q[5], q[8]
Gate( 2750)	 h q[1]
Gate( 2751)	 h q[3]
Gate( 2752)	 t q[5]
Gate( 2753)	 t q[10]
Gate( 2754)	 t q[3]
Gate( 2755)	cx q[10], q[5]
Gate( 2756)	cx q[3], q[10]
Gate( 2757)	cx q[5], q[3]
Gate( 2758)	tdg q[10]
Gate( 2759)	cx q[5], q[10]
Gate( 2760)	tdg q[5]
Gate( 2761)	tdg q[10]
Gate( 2762)	 t q[3]
Gate( 2763)	cx q[3], q[10]
Gate( 2764)	cx q[5], q[3]
Gate( 2765)	cx q[10], q[5]
Gate( 2766)	 h q[3]
Gate( 2767)	 h q[10]
Gate( 2768)	 t q[7]
Gate( 2769)	 t q[6]
Gate( 2770)	 t q[10]
Gate( 2771)	cx q[6], q[7]
Gate( 2772)	cx q[10], q[6]
Gate( 2773)	cx q[7], q[10]
Gate( 2774)	tdg q[6]
Gate( 2775)	cx q[7], q[6]
Gate( 2776)	tdg q[7]
Gate( 2777)	tdg q[6]
Gate( 2778)	 t q[10]
Gate( 2779)	cx q[10], q[6]
Gate( 2780)	cx q[7], q[10]
Gate( 2781)	cx q[6], q[7]
Gate( 2782)	 h q[10]
Gate( 2783)	 h q[6]
Gate( 2784)	 t q[9]
Gate( 2785)	 t q[8]
Gate( 2786)	 t q[6]
Gate( 2787)	cx q[8], q[9]
Gate( 2788)	cx q[6], q[8]
Gate( 2789)	cx q[9], q[6]
Gate( 2790)	tdg q[8]
Gate( 2791)	cx q[9], q[8]
Gate( 2792)	tdg q[9]
Gate( 2793)	tdg q[8]
Gate( 2794)	 t q[6]
Gate( 2795)	cx q[6], q[8]
Gate( 2796)	cx q[9], q[6]
Gate( 2797)	cx q[8], q[9]
Gate( 2798)	 h q[6]
Gate( 2799)	 h q[10]
Gate( 2800)	 t q[7]
Gate( 2801)	 t q[6]
Gate( 2802)	 t q[10]
Gate( 2803)	cx q[6], q[7]
Gate( 2804)	cx q[10], q[6]
Gate( 2805)	cx q[7], q[10]
Gate( 2806)	tdg q[6]
Gate( 2807)	cx q[7], q[6]
Gate( 2808)	tdg q[7]
Gate( 2809)	tdg q[6]
Gate( 2810)	 t q[10]
Gate( 2811)	cx q[10], q[6]
Gate( 2812)	cx q[7], q[10]
Gate( 2813)	cx q[6], q[7]
Gate( 2814)	 h q[10]
Gate( 2815)	 h q[3]
Gate( 2816)	 t q[5]
Gate( 2817)	 t q[10]
Gate( 2818)	 t q[3]
Gate( 2819)	cx q[10], q[5]
Gate( 2820)	cx q[3], q[10]
Gate( 2821)	cx q[5], q[3]
Gate( 2822)	tdg q[10]
Gate( 2823)	cx q[5], q[10]
Gate( 2824)	tdg q[5]
Gate( 2825)	tdg q[10]
Gate( 2826)	 t q[3]
Gate( 2827)	cx q[3], q[10]
Gate( 2828)	cx q[5], q[3]
Gate( 2829)	cx q[10], q[5]
Gate( 2830)	 h q[3]
Gate( 2831)	 h q[10]
Gate( 2832)	 t q[7]
Gate( 2833)	 t q[6]
Gate( 2834)	 t q[10]
Gate( 2835)	cx q[6], q[7]
Gate( 2836)	cx q[10], q[6]
Gate( 2837)	cx q[7], q[10]
Gate( 2838)	tdg q[6]
Gate( 2839)	cx q[7], q[6]
Gate( 2840)	tdg q[7]
Gate( 2841)	tdg q[6]
Gate( 2842)	 t q[10]
Gate( 2843)	cx q[10], q[6]
Gate( 2844)	cx q[7], q[10]
Gate( 2845)	cx q[6], q[7]
Gate( 2846)	 h q[10]
Gate( 2847)	 h q[6]
Gate( 2848)	 t q[9]
Gate( 2849)	 t q[8]
Gate( 2850)	 t q[6]
Gate( 2851)	cx q[8], q[9]
Gate( 2852)	cx q[6], q[8]
Gate( 2853)	cx q[9], q[6]
Gate( 2854)	tdg q[8]
Gate( 2855)	cx q[9], q[8]
Gate( 2856)	tdg q[9]
Gate( 2857)	tdg q[8]
Gate( 2858)	 t q[6]
Gate( 2859)	cx q[6], q[8]
Gate( 2860)	cx q[9], q[6]
Gate( 2861)	cx q[8], q[9]
Gate( 2862)	 h q[6]
Gate( 2863)	 h q[10]
Gate( 2864)	 t q[7]
Gate( 2865)	 t q[6]
Gate( 2866)	 t q[10]
Gate( 2867)	cx q[6], q[7]
Gate( 2868)	cx q[10], q[6]
Gate( 2869)	cx q[7], q[10]
Gate( 2870)	tdg q[6]
Gate( 2871)	cx q[7], q[6]
Gate( 2872)	tdg q[7]
Gate( 2873)	tdg q[6]
Gate( 2874)	 t q[10]
Gate( 2875)	cx q[10], q[6]
Gate( 2876)	cx q[7], q[10]
Gate( 2877)	cx q[6], q[7]
Gate( 2878)	 h q[10]
Gate( 2879)	 h q[3]
Gate( 2880)	 t q[5]
Gate( 2881)	 t q[10]
Gate( 2882)	 t q[3]
Gate( 2883)	cx q[10], q[5]
Gate( 2884)	cx q[3], q[10]
Gate( 2885)	cx q[5], q[3]
Gate( 2886)	tdg q[10]
Gate( 2887)	cx q[5], q[10]
Gate( 2888)	tdg q[5]
Gate( 2889)	tdg q[10]
Gate( 2890)	 t q[3]
Gate( 2891)	cx q[3], q[10]
Gate( 2892)	cx q[5], q[3]
Gate( 2893)	cx q[10], q[5]
Gate( 2894)	 h q[3]
Gate( 2895)	 h q[10]
Gate( 2896)	 t q[9]
Gate( 2897)	 t q[8]
Gate( 2898)	 t q[10]
Gate( 2899)	cx q[8], q[9]
Gate( 2900)	cx q[10], q[8]
Gate( 2901)	cx q[9], q[10]
Gate( 2902)	tdg q[8]
Gate( 2903)	cx q[9], q[8]
Gate( 2904)	tdg q[9]
Gate( 2905)	tdg q[8]
Gate( 2906)	 t q[10]
Gate( 2907)	cx q[10], q[8]
Gate( 2908)	cx q[9], q[10]
Gate( 2909)	cx q[8], q[9]
Gate( 2910)	 h q[10]
Gate( 2911)	 h q[3]
Gate( 2912)	 t q[5]
Gate( 2913)	 t q[10]
Gate( 2914)	 t q[3]
Gate( 2915)	cx q[10], q[5]
Gate( 2916)	cx q[3], q[10]
Gate( 2917)	cx q[5], q[3]
Gate( 2918)	tdg q[10]
Gate( 2919)	cx q[5], q[10]
Gate( 2920)	tdg q[5]
Gate( 2921)	tdg q[10]
Gate( 2922)	 t q[3]
Gate( 2923)	cx q[3], q[10]
Gate( 2924)	cx q[5], q[3]
Gate( 2925)	cx q[10], q[5]
Gate( 2926)	 h q[3]
Gate( 2927)	 h q[10]
Gate( 2928)	 t q[9]
Gate( 2929)	 t q[8]
Gate( 2930)	 t q[10]
Gate( 2931)	cx q[8], q[9]
Gate( 2932)	cx q[10], q[8]
Gate( 2933)	cx q[9], q[10]
Gate( 2934)	tdg q[8]
Gate( 2935)	cx q[9], q[8]
Gate( 2936)	tdg q[9]
Gate( 2937)	tdg q[8]
Gate( 2938)	 t q[10]
Gate( 2939)	cx q[10], q[8]
Gate( 2940)	cx q[9], q[10]
Gate( 2941)	cx q[8], q[9]
Gate( 2942)	 h q[10]
Gate( 2943)	 x q[5]
Gate( 2944)	 x q[6]
Gate( 2945)	 h q[3]
Gate( 2946)	 t q[5]
Gate( 2947)	 t q[10]
Gate( 2948)	 t q[3]
Gate( 2949)	cx q[10], q[5]
Gate( 2950)	cx q[3], q[10]
Gate( 2951)	cx q[5], q[3]
Gate( 2952)	tdg q[10]
Gate( 2953)	cx q[5], q[10]
Gate( 2954)	tdg q[5]
Gate( 2955)	tdg q[10]
Gate( 2956)	 t q[3]
Gate( 2957)	cx q[3], q[10]
Gate( 2958)	cx q[5], q[3]
Gate( 2959)	cx q[10], q[5]
Gate( 2960)	 h q[3]
Gate( 2961)	 h q[10]
Gate( 2962)	 t q[6]
Gate( 2963)	 t q[9]
Gate( 2964)	 t q[10]
Gate( 2965)	cx q[9], q[6]
Gate( 2966)	cx q[10], q[9]
Gate( 2967)	cx q[6], q[10]
Gate( 2968)	tdg q[9]
Gate( 2969)	cx q[6], q[9]
Gate( 2970)	tdg q[6]
Gate( 2971)	tdg q[9]
Gate( 2972)	 t q[10]
Gate( 2973)	cx q[10], q[9]
Gate( 2974)	cx q[6], q[10]
Gate( 2975)	cx q[9], q[6]
Gate( 2976)	 h q[10]
Gate( 2977)	 h q[9]
Gate( 2978)	 t q[8]
Gate( 2979)	 t q[7]
Gate( 2980)	 t q[9]
Gate( 2981)	cx q[7], q[8]
Gate( 2982)	cx q[9], q[7]
Gate( 2983)	cx q[8], q[9]
Gate( 2984)	tdg q[7]
Gate( 2985)	cx q[8], q[7]
Gate( 2986)	tdg q[8]
Gate( 2987)	tdg q[7]
Gate( 2988)	 t q[9]
Gate( 2989)	cx q[9], q[7]
Gate( 2990)	cx q[8], q[9]
Gate( 2991)	cx q[7], q[8]
Gate( 2992)	 h q[9]
Gate( 2993)	 h q[10]
Gate( 2994)	 t q[6]
Gate( 2995)	 t q[9]
Gate( 2996)	 t q[10]
Gate( 2997)	cx q[9], q[6]
Gate( 2998)	cx q[10], q[9]
Gate( 2999)	cx q[6], q[10]
Gate( 3000)	tdg q[9]
Gate( 3001)	cx q[6], q[9]
Gate( 3002)	tdg q[6]
Gate( 3003)	tdg q[9]
Gate( 3004)	 t q[10]
Gate( 3005)	cx q[10], q[9]
Gate( 3006)	cx q[6], q[10]
Gate( 3007)	cx q[9], q[6]
Gate( 3008)	 h q[10]
Gate( 3009)	 h q[3]
Gate( 3010)	 t q[5]
Gate( 3011)	 t q[10]
Gate( 3012)	 t q[3]
Gate( 3013)	cx q[10], q[5]
Gate( 3014)	cx q[3], q[10]
Gate( 3015)	cx q[5], q[3]
Gate( 3016)	tdg q[10]
Gate( 3017)	cx q[5], q[10]
Gate( 3018)	tdg q[5]
Gate( 3019)	tdg q[10]
Gate( 3020)	 t q[3]
Gate( 3021)	cx q[3], q[10]
Gate( 3022)	cx q[5], q[3]
Gate( 3023)	cx q[10], q[5]
Gate( 3024)	 h q[3]
Gate( 3025)	 h q[10]
Gate( 3026)	 t q[6]
Gate( 3027)	 t q[9]
Gate( 3028)	 t q[10]
Gate( 3029)	cx q[9], q[6]
Gate( 3030)	cx q[10], q[9]
Gate( 3031)	cx q[6], q[10]
Gate( 3032)	tdg q[9]
Gate( 3033)	cx q[6], q[9]
Gate( 3034)	tdg q[6]
Gate( 3035)	tdg q[9]
Gate( 3036)	 t q[10]
Gate( 3037)	cx q[10], q[9]
Gate( 3038)	cx q[6], q[10]
Gate( 3039)	cx q[9], q[6]
Gate( 3040)	 h q[10]
Gate( 3041)	 h q[9]
Gate( 3042)	 t q[8]
Gate( 3043)	 t q[7]
Gate( 3044)	 t q[9]
Gate( 3045)	cx q[7], q[8]
Gate( 3046)	cx q[9], q[7]
Gate( 3047)	cx q[8], q[9]
Gate( 3048)	tdg q[7]
Gate( 3049)	cx q[8], q[7]
Gate( 3050)	tdg q[8]
Gate( 3051)	tdg q[7]
Gate( 3052)	 t q[9]
Gate( 3053)	cx q[9], q[7]
Gate( 3054)	cx q[8], q[9]
Gate( 3055)	cx q[7], q[8]
Gate( 3056)	 h q[9]
Gate( 3057)	 h q[10]
Gate( 3058)	 t q[6]
Gate( 3059)	 t q[9]
Gate( 3060)	 t q[10]
Gate( 3061)	cx q[9], q[6]
Gate( 3062)	cx q[10], q[9]
Gate( 3063)	cx q[6], q[10]
Gate( 3064)	tdg q[9]
Gate( 3065)	cx q[6], q[9]
Gate( 3066)	tdg q[6]
Gate( 3067)	tdg q[9]
Gate( 3068)	 t q[10]
Gate( 3069)	cx q[10], q[9]
Gate( 3070)	cx q[6], q[10]
Gate( 3071)	cx q[9], q[6]
Gate( 3072)	 h q[10]

*** Option ***
Input file  : ../example/z4_268.qasm
Output file : ../output/z4_268.qasm

Generating Multi-QPU Architecture: 3 QPUs, each with 9 qubits

Skipping complex QPU Degree Graph (Using simple Star Topology meta-info)

=== Multi-QPU Interconnect Edges ===
initial_mapping

================ Interaction Graph ================
[Nodes]
  Node 0 (weight=1): edges -> 0 1 11 
  Node 1 (weight=1): edges -> 10 27 28 39 40 
  Node 2 (weight=1): edges -> 8 9 17 18 21 24 25 
  Node 3 (weight=1): edges -> 3 4 13 23 34 35 38 
  Node 4 (weight=1): edges -> 0 2 4 9 12 22 26 28 
  Node 5 (weight=1): edges -> 5 6 14 16 25 33 35 39 
  Node 6 (weight=1): edges -> 14 15 18 19 22 23 30 32 
  Node 7 (weight=1): edges -> 5 7 10 11 17 19 29 36 38 
  Node 8 (weight=1): edges -> 12 13 15 16 24 31 36 37 40 
  Node 9 (weight=1): edges -> 20 21 26 27 29 30 33 34 37 
  Node 10 (weight=1): edges -> 1 2 3 6 7 8 20 31 32 

[Edges]
  Edge 0 : q0 -- q4  weight=1
  Edge 1 : q0 -- q10  weight=1
  Edge 2 : q4 -- q10  weight=111
  Edge 3 : q10 -- q3  weight=229
  Edge 4 : q3 -- q4  weight=359.8
  Edge 5 : q7 -- q5  weight=483.8
  Edge 6 : q5 -- q10  weight=476
  Edge 7 : q10 -- q7  weight=569.6
  Edge 8 : q10 -- q2  weight=323.8
  Edge 9 : q2 -- q4  weight=141.2
  Edge 10 : q1 -- q7  weight=1
  Edge 11 : q0 -- q7  weight=1
  Edge 12 : q4 -- q8  weight=105
  Edge 13 : q8 -- q3  weight=67
  Edge 14 : q5 -- q6  weight=586.2
  Edge 15 : q6 -- q8  weight=418.8
  Edge 16 : q8 -- q5  weight=573.1
  Edge 17 : q7 -- q2  weight=522.6
  Edge 18 : q2 -- q6  weight=356.3
  Edge 19 : q6 -- q7  weight=739
  Edge 20 : q10 -- q9  weight=616.2
  Edge 21 : q9 -- q2  weight=301.3
  Edge 22 : q4 -- q6  weight=105
  Edge 23 : q6 -- q3  weight=103
  Edge 24 : q8 -- q2  weight=462.4
  Edge 25 : q2 -- q5  weight=344
  Edge 26 : q4 -- q9  weight=536.4
  Edge 27 : q9 -- q1  weight=67
  Edge 28 : q1 -- q4  weight=67
  Edge 29 : q7 -- q9  weight=363.8
  Edge 30 : q6 -- q9  weight=578.39
  Edge 31 : q10 -- q8  weight=275.7
  Edge 32 : q6 -- q10  weight=330.79
  Edge 33 : q5 -- q9  weight=487.9
  Edge 34 : q9 -- q3  weight=242
  Edge 35 : q3 -- q5  weight=245.2
  Edge 36 : q8 -- q7  weight=170.1
  Edge 37 : q9 -- q8  weight=342.9
  Edge 38 : q3 -- q7  weight=9.9
  Edge 39 : q5 -- q1  weight=25.11
  Edge 40 : q1 -- q8  weight=25.11
===================================================


[METIS] Partitioning complete
Total Sum of Weight: 0

===== InteractionGraph Subsets Complete =====

===== Building inter_Sub_edge (Cross-Sub Edges) =====

========== Cross-Subgraph Weighted Sums (Sorted) ==========

===== MATCHING START =====
[MATCH] Sub0 -> QPU0
