
================================================================
         Multi-QPU Mapping by Ajou University QCSS Lab          
================================================================
Gate(    0)	cx q[10], q[2]
Gate(10848)	cx q[9], q[5]
Gate(10849)	 h q[10]
Gate(10850)	 h q[11]
Gate(10851)	 t q[4]
Gate(10852)	 t q[10]
Gate(10853)	 t q[11]
Gate(10854)	cx q[10], q[4]
Gate(10855)	cx q[11], q[10]
Gate(10856)	cx q[4], q[11]
Gate(10857)	tdg q[10]
Gate(10858)	cx q[4], q[10]
Gate(10859)	tdg q[4]
Gate(10860)	tdg q[10]
Gate(10861)	 t q[11]
Gate(10862)	cx q[11], q[10]
Gate(10863)	cx q[4], q[11]
Gate(10864)	cx q[10], q[4]
Gate(10865)	 h q[11]
Gate(10866)	 h q[0]
Gate(10867)	 t q[1]
Gate(10868)	 t q[11]
Gate(10869)	 t q[0]
Gate(10870)	cx q[11], q[1]
Gate(10871)	cx q[0], q[11]
Gate(10872)	cx q[1], q[0]
Gate(10873)	tdg q[11]
Gate(10874)	cx q[1], q[11]
Gate(10875)	tdg q[1]
Gate(10876)	tdg q[11]
Gate(10877)	 t q[0]
Gate(10878)	cx q[0], q[11]
Gate(10879)	cx q[1], q[0]
Gate(10880)	cx q[11], q[1]
Gate(10881)	 h q[0]
Gate(10882)	 h q[11]
Gate(10883)	 t q[4]
Gate(10884)	 t q[10]
Gate(10885)	 t q[11]
Gate(10886)	cx q[10], q[4]
Gate(10887)	cx q[11], q[10]
Gate(10888)	cx q[4], q[11]
Gate(10889)	tdg q[10]
Gate(10890)	cx q[4], q[10]
Gate(10891)	tdg q[4]
Gate(10892)	tdg q[10]
Gate(10893)	 t q[11]
Gate(10894)	cx q[11], q[10]
Gate(10895)	cx q[4], q[11]
Gate(10896)	cx q[10], q[4]
Gate(10897)	 h q[11]
Gate(10898)	 h q[10]
Gate(10899)	 t q[5]
Gate(10900)	 t q[9]
Gate(10901)	 t q[10]
Gate(10902)	cx q[9], q[5]
Gate(10903)	cx q[10], q[9]
Gate(10904)	cx q[5], q[10]
Gate(10905)	tdg q[9]
Gate(10906)	cx q[5], q[9]
Gate(10907)	tdg q[5]
Gate(10908)	tdg q[9]
Gate(10909)	 t q[10]
Gate(10910)	cx q[10], q[9]
Gate(10911)	cx q[5], q[10]
Gate(10912)	cx q[9], q[5]
Gate(10913)	 h q[10]
Gate(10914)	 h q[9]
Gate(10915)	 t q[8]
Gate(10916)	 t q[6]
Gate(10917)	 t q[9]
Gate(10918)	cx q[6], q[8]
Gate(10919)	cx q[9], q[6]
Gate(10920)	cx q[8], q[9]
Gate(10921)	tdg q[6]
Gate(10922)	cx q[8], q[6]
Gate(10923)	tdg q[8]
Gate(10924)	tdg q[6]
Gate(10925)	 t q[9]
Gate(10926)	cx q[9], q[6]
Gate(10927)	cx q[8], q[9]
Gate(10928)	cx q[6], q[8]
Gate(10929)	 h q[9]
Gate(10930)	 h q[10]
Gate(10931)	 t q[5]
Gate(10932)	 t q[9]
Gate(10933)	 t q[10]
Gate(10934)	cx q[9], q[5]
Gate(10935)	cx q[10], q[9]
Gate(10936)	cx q[5], q[10]
Gate(10937)	tdg q[9]
Gate(10938)	cx q[5], q[9]
Gate(10939)	tdg q[5]
Gate(10940)	tdg q[9]
Gate(10941)	 t q[10]
Gate(10942)	cx q[10], q[9]
Gate(10943)	cx q[5], q[10]
Gate(10944)	cx q[9], q[5]
Gate(10945)	 h q[10]
Gate(10946)	 h q[11]
Gate(10947)	 t q[4]
Gate(10948)	 t q[10]
Gate(10949)	 t q[11]
Gate(10950)	cx q[10], q[4]
Gate(10951)	cx q[11], q[10]
Gate(10952)	cx q[4], q[11]
Gate(10953)	tdg q[10]
Gate(10954)	cx q[4], q[10]
Gate(10955)	tdg q[4]
Gate(10956)	tdg q[10]
Gate(10957)	 t q[11]
Gate(10958)	cx q[11], q[10]
Gate(10959)	cx q[4], q[11]
Gate(10960)	cx q[10], q[4]
Gate(10961)	 h q[11]
Gate(10962)	 h q[0]
Gate(10963)	 t q[4]
Gate(10964)	 t q[8]
Gate(10965)	 t q[0]
Gate(10966)	cx q[8], q[4]
Gate(10967)	cx q[0], q[8]
Gate(10968)	cx q[4], q[0]
Gate(10969)	tdg q[8]
Gate(10970)	cx q[4], q[8]
Gate(10971)	tdg q[4]
Gate(10972)	tdg q[8]
Gate(10973)	 t q[0]
Gate(10974)	cx q[0], q[8]
Gate(10975)	cx q[4], q[0]
Gate(10976)	cx q[8], q[4]
Gate(10977)	 h q[0]
Gate(10978)	 h q[8]
Gate(10979)	 t q[5]
Gate(10980)	 t q[7]
Gate(10981)	 t q[8]
Gate(10982)	cx q[7], q[5]
Gate(10983)	cx q[8], q[7]
Gate(10984)	cx q[5], q[8]
Gate(10985)	tdg q[7]
Gate(10986)	cx q[5], q[7]
Gate(10987)	tdg q[5]
Gate(10988)	tdg q[7]
Gate(10989)	 t q[8]
Gate(10990)	cx q[8], q[7]
Gate(10991)	cx q[5], q[8]
Gate(10992)	cx q[7], q[5]
Gate(10993)	 h q[8]
Gate(10994)	 h q[7]
Gate(10995)	 t q[6]
Gate(10996)	 t q[3]
Gate(10997)	 t q[7]
Gate(10998)	cx q[3], q[6]
Gate(10999)	cx q[7], q[3]
Gate(11000)	cx q[6], q[7]
Gate(11001)	tdg q[3]
Gate(11002)	cx q[6], q[3]
Gate(11003)	tdg q[6]
Gate(11004)	tdg q[3]
Gate(11005)	 t q[7]
Gate(11006)	cx q[7], q[3]
Gate(11007)	cx q[6], q[7]
Gate(11008)	cx q[3], q[6]
Gate(11009)	 h q[7]
Gate(11010)	 h q[3]
Gate(11011)	 t q[9]
Gate(11012)	 t q[2]
Gate(11013)	 t q[3]
Gate(11014)	cx q[2], q[9]
Gate(11015)	cx q[3], q[2]
Gate(11016)	cx q[9], q[3]
Gate(11017)	tdg q[2]
Gate(11018)	cx q[9], q[2]
Gate(11019)	tdg q[9]
Gate(11020)	tdg q[2]
Gate(11021)	 t q[3]
Gate(11022)	cx q[3], q[2]
Gate(11023)	cx q[9], q[3]
Gate(11024)	cx q[2], q[9]
Gate(11025)	 h q[3]
Gate(11026)	 h q[2]
Gate(11027)	 t q[11]
Gate(11028)	 t q[10]
Gate(11029)	 t q[2]
Gate(11030)	cx q[10], q[11]
Gate(11031)	cx q[2], q[10]
Gate(11032)	cx q[11], q[2]
Gate(11033)	tdg q[10]
Gate(11034)	cx q[11], q[10]
Gate(11035)	tdg q[11]
Gate(11036)	tdg q[10]
Gate(11037)	 t q[2]
Gate(11038)	cx q[2], q[10]
Gate(11039)	cx q[11], q[2]
Gate(11040)	cx q[10], q[11]
Gate(11041)	 h q[2]
Gate(11042)	 h q[3]
Gate(11043)	 t q[9]
Gate(11044)	 t q[2]
Gate(11045)	 t q[3]
Gate(11046)	cx q[2], q[9]
Gate(11047)	cx q[3], q[2]
Gate(11048)	cx q[9], q[3]
Gate(11049)	tdg q[2]
Gate(11050)	cx q[9], q[2]
Gate(11051)	tdg q[9]
Gate(11052)	tdg q[2]
Gate(11053)	 t q[3]
Gate(11054)	cx q[3], q[2]
Gate(11055)	cx q[9], q[3]
Gate(11056)	cx q[2], q[9]
Gate(11057)	 h q[3]
Gate(11058)	 h q[7]
Gate(11059)	 t q[6]
Gate(11060)	 t q[3]
Gate(11061)	 t q[7]
Gate(11062)	cx q[3], q[6]
Gate(11063)	cx q[7], q[3]
Gate(11064)	cx q[6], q[7]
Gate(11065)	tdg q[3]
Gate(11066)	cx q[6], q[3]
Gate(11067)	tdg q[6]
Gate(11068)	tdg q[3]
Gate(11069)	 t q[7]
Gate(11070)	cx q[7], q[3]
Gate(11071)	cx q[6], q[7]
Gate(11072)	cx q[3], q[6]
Gate(11073)	 h q[7]
Gate(11074)	 h q[8]
Gate(11075)	 t q[5]
Gate(11076)	 t q[7]
Gate(11077)	 t q[8]
Gate(11078)	cx q[7], q[5]
Gate(11079)	cx q[8], q[7]
Gate(11080)	cx q[5], q[8]
Gate(11081)	tdg q[7]
Gate(11082)	cx q[5], q[7]
Gate(11083)	tdg q[5]
Gate(11084)	tdg q[7]
Gate(11085)	 t q[8]
Gate(11086)	cx q[8], q[7]
Gate(11087)	cx q[5], q[8]
Gate(11088)	cx q[7], q[5]
Gate(11089)	 h q[8]
Gate(11090)	 h q[0]
Gate(11091)	 t q[4]
Gate(11092)	 t q[8]
Gate(11093)	 t q[0]
Gate(11094)	cx q[8], q[4]
Gate(11095)	cx q[0], q[8]
Gate(11096)	cx q[4], q[0]
Gate(11097)	tdg q[8]
Gate(11098)	cx q[4], q[8]
Gate(11099)	tdg q[4]
Gate(11100)	tdg q[8]
Gate(11101)	 t q[0]
Gate(11102)	cx q[0], q[8]
Gate(11103)	cx q[4], q[0]
Gate(11104)	cx q[8], q[4]
Gate(11105)	 h q[0]
Gate(11106)	 h q[8]
Gate(11107)	 t q[5]
Gate(11108)	 t q[7]
Gate(11109)	 t q[8]
Gate(11110)	cx q[7], q[5]
Gate(11111)	cx q[8], q[7]
Gate(11112)	cx q[5], q[8]
Gate(11113)	tdg q[7]
Gate(11114)	cx q[5], q[7]
Gate(11115)	tdg q[5]
Gate(11116)	tdg q[7]
Gate(11117)	 t q[8]
Gate(11118)	cx q[8], q[7]
Gate(11119)	cx q[5], q[8]
Gate(11120)	cx q[7], q[5]
Gate(11121)	 h q[8]
Gate(11122)	 h q[7]
Gate(11123)	 t q[6]
Gate(11124)	 t q[3]
Gate(11125)	 t q[7]
Gate(11126)	cx q[3], q[6]
Gate(11127)	cx q[7], q[3]
Gate(11128)	cx q[6], q[7]
Gate(11129)	tdg q[3]
Gate(11130)	cx q[6], q[3]
Gate(11131)	tdg q[6]
Gate(11132)	tdg q[3]
Gate(11133)	 t q[7]
Gate(11134)	cx q[7], q[3]
Gate(11135)	cx q[6], q[7]
Gate(11136)	cx q[3], q[6]
Gate(11137)	 h q[7]
Gate(11138)	 h q[3]
Gate(11139)	 t q[9]
Gate(11140)	 t q[2]
Gate(11141)	 t q[3]
Gate(11142)	cx q[2], q[9]
Gate(11143)	cx q[3], q[2]
Gate(11144)	cx q[9], q[3]
Gate(11145)	tdg q[2]
Gate(11146)	cx q[9], q[2]
Gate(11147)	tdg q[9]
Gate(11148)	tdg q[2]
Gate(11149)	 t q[3]
Gate(11150)	cx q[3], q[2]
Gate(11151)	cx q[9], q[3]
Gate(11152)	cx q[2], q[9]
Gate(11153)	 h q[3]
Gate(11154)	 h q[2]
Gate(11155)	 t q[11]
Gate(11156)	 t q[10]
Gate(11157)	 t q[2]
Gate(11158)	cx q[10], q[11]
Gate(11159)	cx q[2], q[10]
Gate(11160)	cx q[11], q[2]
Gate(11161)	tdg q[10]
Gate(11162)	cx q[11], q[10]
Gate(11163)	tdg q[11]
Gate(11164)	tdg q[10]
Gate(11165)	 t q[2]
Gate(11166)	cx q[2], q[10]
Gate(11167)	cx q[11], q[2]
Gate(11168)	cx q[10], q[11]
Gate(11169)	 h q[2]
Gate(11170)	 h q[3]
Gate(11171)	 t q[9]
Gate(11172)	 t q[2]
Gate(11173)	 t q[3]
Gate(11174)	cx q[2], q[9]
Gate(11175)	cx q[3], q[2]
Gate(11176)	cx q[9], q[3]
Gate(11177)	tdg q[2]
Gate(11178)	cx q[9], q[2]
Gate(11179)	tdg q[9]
Gate(11180)	tdg q[2]
Gate(11181)	 t q[3]
Gate(11182)	cx q[3], q[2]
Gate(11183)	cx q[9], q[3]
Gate(11184)	cx q[2], q[9]
Gate(11185)	 h q[3]
Gate(11186)	 h q[7]
Gate(11187)	 t q[6]
Gate(11188)	 t q[3]
Gate(11189)	 t q[7]
Gate(11190)	cx q[3], q[6]
Gate(11191)	cx q[7], q[3]
Gate(11192)	cx q[6], q[7]
Gate(11193)	tdg q[3]
Gate(11194)	cx q[6], q[3]
Gate(11195)	tdg q[6]
Gate(11196)	tdg q[3]
Gate(11197)	 t q[7]
Gate(11198)	cx q[7], q[3]
Gate(11199)	cx q[6], q[7]
Gate(11200)	cx q[3], q[6]
Gate(11201)	 h q[7]
Gate(11202)	 h q[8]
Gate(11203)	 t q[5]
Gate(11204)	 t q[7]
Gate(11205)	 t q[8]
Gate(11206)	cx q[7], q[5]
Gate(11207)	cx q[8], q[7]
Gate(11208)	cx q[5], q[8]
Gate(11209)	tdg q[7]
Gate(11210)	cx q[5], q[7]
Gate(11211)	tdg q[5]
Gate(11212)	tdg q[7]
Gate(11213)	 t q[8]
Gate(11214)	cx q[8], q[7]
Gate(11215)	cx q[5], q[8]
Gate(11216)	cx q[7], q[5]
Gate(11217)	 h q[8]
Gate(11218)	 x q[9]
Gate(11219)	 x q[7]
Gate(11220)	 x q[11]
Gate(11221)	 h q[1]
Gate(11222)	 t q[8]
Gate(11223)	 t q[7]
Gate(11224)	 t q[1]
Gate(11225)	cx q[7], q[8]
Gate(11226)	cx q[1], q[7]
Gate(11227)	cx q[8], q[1]
Gate(11228)	tdg q[7]
Gate(11229)	cx q[8], q[7]
Gate(11230)	tdg q[8]
Gate(11231)	tdg q[7]
Gate(11232)	 t q[1]
Gate(11233)	cx q[1], q[7]
Gate(11234)	cx q[8], q[1]
Gate(11235)	cx q[7], q[8]
Gate(11236)	 h q[1]
Gate(11237)	 h q[7]
Gate(11238)	 t q[9]
Gate(11239)	 t q[6]
Gate(11240)	 t q[7]
Gate(11241)	cx q[6], q[9]
Gate(11242)	cx q[7], q[6]
Gate(11243)	cx q[9], q[7]
Gate(11244)	tdg q[6]
Gate(11245)	cx q[9], q[6]
Gate(11246)	tdg q[9]
Gate(11247)	tdg q[6]
Gate(11248)	 t q[7]
Gate(11249)	cx q[7], q[6]
Gate(11250)	cx q[9], q[7]
Gate(11251)	cx q[6], q[9]
Gate(11252)	 h q[7]
Gate(11253)	 h q[6]
Gate(11254)	 t q[11]
Gate(11255)	 t q[10]
Gate(11256)	 t q[6]
Gate(11257)	cx q[10], q[11]
Gate(11258)	cx q[6], q[10]
Gate(11259)	cx q[11], q[6]
Gate(11260)	tdg q[10]
Gate(11261)	cx q[11], q[10]
Gate(11262)	tdg q[11]
Gate(11263)	tdg q[10]
Gate(11264)	 t q[6]
Gate(11265)	cx q[6], q[10]
Gate(11266)	cx q[11], q[6]
Gate(11267)	cx q[10], q[11]
Gate(11268)	 h q[6]
Gate(11269)	 h q[7]
Gate(11270)	 t q[9]
Gate(11271)	 t q[6]
Gate(11272)	 t q[7]
Gate(11273)	cx q[6], q[9]
Gate(11274)	cx q[7], q[6]
Gate(11275)	cx q[9], q[7]
Gate(11276)	tdg q[6]
Gate(11277)	cx q[9], q[6]
Gate(11278)	tdg q[9]
Gate(11279)	tdg q[6]
Gate(11280)	 t q[7]
Gate(11281)	cx q[7], q[6]
Gate(11282)	cx q[9], q[7]
Gate(11283)	cx q[6], q[9]
Gate(11284)	 h q[7]
Gate(11285)	 h q[1]
Gate(11286)	 t q[8]
Gate(11287)	 t q[7]
Gate(11288)	 t q[1]
Gate(11289)	cx q[7], q[8]
Gate(11290)	cx q[1], q[7]
Gate(11291)	cx q[8], q[1]
Gate(11292)	tdg q[7]
Gate(11293)	cx q[8], q[7]
Gate(11294)	tdg q[8]
Gate(11295)	tdg q[7]
Gate(11296)	 t q[1]
Gate(11297)	cx q[1], q[7]
Gate(11298)	cx q[8], q[1]
Gate(11299)	cx q[7], q[8]
Gate(11300)	 h q[1]
Gate(11301)	 h q[7]
Gate(11302)	 t q[9]
Gate(11303)	 t q[6]
Gate(11304)	 t q[7]
Gate(11305)	cx q[6], q[9]
Gate(11306)	cx q[7], q[6]
Gate(11307)	cx q[9], q[7]
Gate(11308)	tdg q[6]
Gate(11309)	cx q[9], q[6]
Gate(11310)	tdg q[9]
Gate(11311)	tdg q[6]
Gate(11312)	 t q[7]
Gate(11313)	cx q[7], q[6]
Gate(11314)	cx q[9], q[7]
Gate(11315)	cx q[6], q[9]
Gate(11316)	 h q[7]
Gate(11317)	 h q[6]
Gate(11318)	 t q[11]
Gate(11319)	 t q[10]
Gate(11320)	 t q[6]
Gate(11321)	cx q[10], q[11]
Gate(11322)	cx q[6], q[10]
Gate(11323)	cx q[11], q[6]
Gate(11324)	tdg q[10]
Gate(11325)	cx q[11], q[10]
Gate(11326)	tdg q[11]
Gate(11327)	tdg q[10]
Gate(11328)	 t q[6]
Gate(11329)	cx q[6], q[10]
Gate(11330)	cx q[11], q[6]
Gate(11331)	cx q[10], q[11]
Gate(11332)	 h q[6]
Gate(11333)	 h q[7]
Gate(11334)	 t q[9]
Gate(11335)	 t q[6]
Gate(11336)	 t q[7]
Gate(11337)	cx q[6], q[9]
Gate(11338)	cx q[7], q[6]
Gate(11339)	cx q[9], q[7]
Gate(11340)	tdg q[6]
Gate(11341)	cx q[9], q[6]
Gate(11342)	tdg q[9]
Gate(11343)	tdg q[6]
Gate(11344)	 t q[7]
Gate(11345)	cx q[7], q[6]
Gate(11346)	cx q[9], q[7]
Gate(11347)	cx q[6], q[9]
Gate(11348)	 h q[7]
Gate(11349)	 h q[0]
Gate(11350)	 t q[1]
Gate(11351)	 t q[11]
Gate(11352)	 t q[0]
Gate(11353)	cx q[11], q[1]
Gate(11354)	cx q[0], q[11]
Gate(11355)	cx q[1], q[0]
Gate(11356)	tdg q[11]
Gate(11357)	cx q[1], q[11]
Gate(11358)	tdg q[1]
Gate(11359)	tdg q[11]
Gate(11360)	 t q[0]
Gate(11361)	cx q[0], q[11]
Gate(11362)	cx q[1], q[0]
Gate(11363)	cx q[11], q[1]
Gate(11364)	 h q[0]
Gate(11365)	 h q[11]
Gate(11366)	 t q[4]
Gate(11367)	 t q[10]
Gate(11368)	 t q[11]
Gate(11369)	cx q[10], q[4]
Gate(11370)	cx q[11], q[10]
Gate(11371)	cx q[4], q[11]
Gate(11372)	tdg q[10]
Gate(11373)	cx q[4], q[10]
Gate(11374)	tdg q[4]
Gate(11375)	tdg q[10]
Gate(11376)	 t q[11]
Gate(11377)	cx q[11], q[10]
Gate(11378)	cx q[4], q[11]
Gate(11379)	cx q[10], q[4]
Gate(11380)	 h q[11]
Gate(11381)	 h q[10]
Gate(11382)	 t q[5]
Gate(11383)	 t q[9]
Gate(11384)	 t q[10]
Gate(11385)	cx q[9], q[5]
Gate(11386)	cx q[10], q[9]
Gate(11387)	cx q[5], q[10]
Gate(11388)	tdg q[9]
Gate(11389)	cx q[5], q[9]
Gate(11390)	tdg q[5]
Gate(11391)	tdg q[9]
Gate(11392)	 t q[10]
Gate(11393)	cx q[10], q[9]
Gate(11394)	cx q[5], q[10]
Gate(11395)	cx q[9], q[5]
Gate(11396)	 h q[10]
Gate(11397)	 h q[9]
Gate(11398)	 t q[7]
Gate(11399)	 t q[6]
Gate(11400)	 t q[9]
Gate(11401)	cx q[6], q[7]
Gate(11402)	cx q[9], q[6]
Gate(11403)	cx q[7], q[9]
Gate(11404)	tdg q[6]
Gate(11405)	cx q[7], q[6]
Gate(11406)	tdg q[7]
Gate(11407)	tdg q[6]
Gate(11408)	 t q[9]
Gate(11409)	cx q[9], q[6]
Gate(11410)	cx q[7], q[9]
Gate(11411)	cx q[6], q[7]
Gate(11412)	 h q[9]
Gate(11413)	 h q[10]
Gate(11414)	 t q[5]
Gate(11415)	 t q[9]
Gate(11416)	 t q[10]
Gate(11417)	cx q[9], q[5]
Gate(11418)	cx q[10], q[9]
Gate(11419)	cx q[5], q[10]
Gate(11420)	tdg q[9]
Gate(11421)	cx q[5], q[9]
Gate(11422)	tdg q[5]
Gate(11423)	tdg q[9]
Gate(11424)	 t q[10]
Gate(11425)	cx q[10], q[9]
Gate(11426)	cx q[5], q[10]
Gate(11427)	cx q[9], q[5]
Gate(11428)	 h q[10]
Gate(11429)	 h q[11]
Gate(11430)	 t q[4]
Gate(11431)	 t q[10]
Gate(11432)	 t q[11]
Gate(11433)	cx q[10], q[4]
Gate(11434)	cx q[11], q[10]
Gate(11435)	cx q[4], q[11]
Gate(11436)	tdg q[10]
Gate(11437)	cx q[4], q[10]
Gate(11438)	tdg q[4]
Gate(11439)	tdg q[10]
Gate(11440)	 t q[11]
Gate(11441)	cx q[11], q[10]
Gate(11442)	cx q[4], q[11]
Gate(11443)	cx q[10], q[4]
Gate(11444)	 h q[11]
Gate(11445)	 h q[0]
Gate(11446)	 t q[1]
Gate(11447)	 t q[11]
Gate(11448)	 t q[0]
Gate(11449)	cx q[11], q[1]
Gate(11450)	cx q[0], q[11]
Gate(11451)	cx q[1], q[0]
Gate(11452)	tdg q[11]
Gate(11453)	cx q[1], q[11]
Gate(11454)	tdg q[1]
Gate(11455)	tdg q[11]
Gate(11456)	 t q[0]
Gate(11457)	cx q[0], q[11]
Gate(11458)	cx q[1], q[0]
Gate(11459)	cx q[11], q[1]
Gate(11460)	 h q[0]
Gate(11461)	 h q[11]
Gate(11462)	 t q[4]
Gate(11463)	 t q[10]
Gate(11464)	 t q[11]
Gate(11465)	cx q[10], q[4]
Gate(11466)	cx q[11], q[10]
Gate(11467)	cx q[4], q[11]
Gate(11468)	tdg q[10]
Gate(11469)	cx q[4], q[10]
Gate(11470)	tdg q[4]
Gate(11471)	tdg q[10]
Gate(11472)	 t q[11]
Gate(11473)	cx q[11], q[10]
Gate(11474)	cx q[4], q[11]
Gate(11475)	cx q[10], q[4]
Gate(11476)	 h q[11]
Gate(11477)	 h q[10]
Gate(11478)	 t q[5]
Gate(11479)	 t q[9]
Gate(11480)	 t q[10]
Gate(11481)	cx q[9], q[5]
Gate(11482)	cx q[10], q[9]
Gate(11483)	cx q[5], q[10]
Gate(11484)	tdg q[9]
Gate(11485)	cx q[5], q[9]
Gate(11486)	tdg q[5]
Gate(11487)	tdg q[9]
Gate(11488)	 t q[10]
Gate(11489)	cx q[10], q[9]
Gate(11490)	cx q[5], q[10]
Gate(11491)	cx q[9], q[5]
Gate(11492)	 h q[10]
Gate(11493)	 h q[9]
Gate(11494)	 t q[7]
Gate(11495)	 t q[6]
Gate(11496)	 t q[9]
Gate(11497)	cx q[6], q[7]
Gate(11498)	cx q[9], q[6]
Gate(11499)	cx q[7], q[9]
Gate(11500)	tdg q[6]
Gate(11501)	cx q[7], q[6]
Gate(11502)	tdg q[7]
Gate(11503)	tdg q[6]
Gate(11504)	 t q[9]
Gate(11505)	cx q[9], q[6]
Gate(11506)	cx q[7], q[9]
Gate(11507)	cx q[6], q[7]
Gate(11508)	 h q[9]
Gate(11509)	 h q[10]
Gate(11510)	 t q[5]
Gate(11511)	 t q[9]
Gate(11512)	 t q[10]
Gate(11513)	cx q[9], q[5]
Gate(11514)	cx q[10], q[9]
Gate(11515)	cx q[5], q[10]
Gate(11516)	tdg q[9]
Gate(11517)	cx q[5], q[9]
Gate(11518)	tdg q[5]
Gate(11519)	tdg q[9]
Gate(11520)	 t q[10]
Gate(11521)	cx q[10], q[9]
Gate(11522)	cx q[5], q[10]
Gate(11523)	cx q[9], q[5]
Gate(11524)	 h q[10]
Gate(11525)	 h q[11]
Gate(11526)	 t q[4]
Gate(11527)	 t q[10]
Gate(11528)	 t q[11]
Gate(11529)	cx q[10], q[4]
Gate(11530)	cx q[11], q[10]
Gate(11531)	cx q[4], q[11]
Gate(11532)	tdg q[10]
Gate(11533)	cx q[4], q[10]
Gate(11534)	tdg q[4]
Gate(11535)	tdg q[10]
Gate(11536)	 t q[11]
Gate(11537)	cx q[11], q[10]
Gate(11538)	cx q[4], q[11]
Gate(11539)	cx q[10], q[4]
Gate(11540)	 h q[11]
Gate(11541)	 h q[1]
Gate(11542)	 t q[8]
Gate(11543)	 t q[7]
Gate(11544)	 t q[1]
Gate(11545)	cx q[7], q[8]
Gate(11546)	cx q[1], q[7]
Gate(11547)	cx q[8], q[1]
Gate(11548)	tdg q[7]
Gate(11549)	cx q[8], q[7]
Gate(11550)	tdg q[8]
Gate(11551)	tdg q[7]
Gate(11552)	 t q[1]
Gate(11553)	cx q[1], q[7]
Gate(11554)	cx q[8], q[1]
Gate(11555)	cx q[7], q[8]
Gate(11556)	 h q[1]
Gate(11557)	 h q[7]
Gate(11558)	 t q[9]
Gate(11559)	 t q[6]
Gate(11560)	 t q[7]
Gate(11561)	cx q[6], q[9]
Gate(11562)	cx q[7], q[6]
Gate(11563)	cx q[9], q[7]
Gate(11564)	tdg q[6]
Gate(11565)	cx q[9], q[6]
Gate(11566)	tdg q[9]
Gate(11567)	tdg q[6]
Gate(11568)	 t q[7]
Gate(11569)	cx q[7], q[6]
Gate(11570)	cx q[9], q[7]
Gate(11571)	cx q[6], q[9]
Gate(11572)	 h q[7]
Gate(11573)	 h q[6]
Gate(11574)	 t q[11]
Gate(11575)	 t q[10]
Gate(11576)	 t q[6]
Gate(11577)	cx q[10], q[11]
Gate(11578)	cx q[6], q[10]
Gate(11579)	cx q[11], q[6]
Gate(11580)	tdg q[10]
Gate(11581)	cx q[11], q[10]
Gate(11582)	tdg q[11]
Gate(11583)	tdg q[10]
Gate(11584)	 t q[6]
Gate(11585)	cx q[6], q[10]
Gate(11586)	cx q[11], q[6]
Gate(11587)	cx q[10], q[11]
Gate(11588)	 h q[6]
Gate(11589)	 h q[7]
Gate(11590)	 t q[9]
Gate(11591)	 t q[6]
Gate(11592)	 t q[7]
Gate(11593)	cx q[6], q[9]
Gate(11594)	cx q[7], q[6]
Gate(11595)	cx q[9], q[7]
Gate(11596)	tdg q[6]
Gate(11597)	cx q[9], q[6]
Gate(11598)	tdg q[9]
Gate(11599)	tdg q[6]
Gate(11600)	 t q[7]
Gate(11601)	cx q[7], q[6]
Gate(11602)	cx q[9], q[7]
Gate(11603)	cx q[6], q[9]
Gate(11604)	 h q[7]
Gate(11605)	 h q[1]
Gate(11606)	 t q[8]
Gate(11607)	 t q[7]
Gate(11608)	 t q[1]
Gate(11609)	cx q[7], q[8]
Gate(11610)	cx q[1], q[7]
Gate(11611)	cx q[8], q[1]
Gate(11612)	tdg q[7]
Gate(11613)	cx q[8], q[7]
Gate(11614)	tdg q[8]
Gate(11615)	tdg q[7]
Gate(11616)	 t q[1]
Gate(11617)	cx q[1], q[7]
Gate(11618)	cx q[8], q[1]
Gate(11619)	cx q[7], q[8]
Gate(11620)	 h q[1]
Gate(11621)	 h q[7]
Gate(11622)	 t q[9]
Gate(11623)	 t q[6]
Gate(11624)	 t q[7]
Gate(11625)	cx q[6], q[9]
Gate(11626)	cx q[7], q[6]
Gate(11627)	cx q[9], q[7]
Gate(11628)	tdg q[6]
Gate(11629)	cx q[9], q[6]
Gate(11630)	tdg q[9]
Gate(11631)	tdg q[6]
Gate(11632)	 t q[7]
Gate(11633)	cx q[7], q[6]
Gate(11634)	cx q[9], q[7]
Gate(11635)	cx q[6], q[9]
Gate(11636)	 h q[7]
Gate(11637)	 h q[6]
Gate(11638)	 t q[11]
Gate(11639)	 t q[10]
Gate(11640)	 t q[6]
Gate(11641)	cx q[10], q[11]
Gate(11642)	cx q[6], q[10]
Gate(11643)	cx q[11], q[6]
Gate(11644)	tdg q[10]
Gate(11645)	cx q[11], q[10]
Gate(11646)	tdg q[11]
Gate(11647)	tdg q[10]
Gate(11648)	 t q[6]
Gate(11649)	cx q[6], q[10]
Gate(11650)	cx q[11], q[6]
Gate(11651)	cx q[10], q[11]
Gate(11652)	 h q[6]
Gate(11653)	 h q[7]
Gate(11654)	 t q[9]
Gate(11655)	 t q[6]
Gate(11656)	 t q[7]
Gate(11657)	cx q[6], q[9]
Gate(11658)	cx q[7], q[6]
Gate(11659)	cx q[9], q[7]
Gate(11660)	tdg q[6]
Gate(11661)	cx q[9], q[6]
Gate(11662)	tdg q[9]
Gate(11663)	tdg q[6]
Gate(11664)	 t q[7]
Gate(11665)	cx q[7], q[6]
Gate(11666)	cx q[9], q[7]
Gate(11667)	cx q[6], q[9]
Gate(11668)	 h q[7]
Gate(11669)	 h q[0]
Gate(11670)	 t q[1]
