
================================================================
         Multi-QPU Mapping by Ajou University QCSS Lab          
================================================================
Gate(    0)	 x q[5]
Gate( 8291)	cx q[4], q[5]
Gate( 8292)	tdg q[4]
Gate( 8293)	tdg q[5]
Gate( 8294)	 t q[8]
Gate( 8295)	cx q[8], q[5]
Gate( 8296)	cx q[4], q[8]
Gate( 8297)	cx q[5], q[4]
Gate( 8298)	 h q[8]
Gate( 8299)	 h q[5]
Gate( 8300)	 t q[6]
Gate( 8301)	 t q[1]
Gate( 8302)	 t q[5]
Gate( 8303)	cx q[1], q[6]
Gate( 8304)	cx q[5], q[1]
Gate( 8305)	cx q[6], q[5]
Gate( 8306)	tdg q[1]
Gate( 8307)	cx q[6], q[1]
Gate( 8308)	tdg q[6]
Gate( 8309)	tdg q[1]
Gate( 8310)	 t q[5]
Gate( 8311)	cx q[5], q[1]
Gate( 8312)	cx q[6], q[5]
Gate( 8313)	cx q[1], q[6]
Gate( 8314)	 h q[5]
Gate( 8315)	 h q[1]
Gate( 8316)	 t q[9]
Gate( 8317)	 t q[7]
Gate( 8318)	 t q[1]
Gate( 8319)	cx q[7], q[9]
Gate( 8320)	cx q[1], q[7]
Gate( 8321)	cx q[9], q[1]
Gate( 8322)	tdg q[7]
Gate( 8323)	cx q[9], q[7]
Gate( 8324)	tdg q[9]
Gate( 8325)	tdg q[7]
Gate( 8326)	 t q[1]
Gate( 8327)	cx q[1], q[7]
Gate( 8328)	cx q[9], q[1]
Gate( 8329)	cx q[7], q[9]
Gate( 8330)	 h q[1]
Gate( 8331)	 h q[5]
Gate( 8332)	 t q[6]
Gate( 8333)	 t q[1]
Gate( 8334)	 t q[5]
Gate( 8335)	cx q[1], q[6]
Gate( 8336)	cx q[5], q[1]
Gate( 8337)	cx q[6], q[5]
Gate( 8338)	tdg q[1]
Gate( 8339)	cx q[6], q[1]
Gate( 8340)	tdg q[6]
Gate( 8341)	tdg q[1]
Gate( 8342)	 t q[5]
Gate( 8343)	cx q[5], q[1]
Gate( 8344)	cx q[6], q[5]
Gate( 8345)	cx q[1], q[6]
Gate( 8346)	 h q[5]
Gate( 8347)	 h q[8]
Gate( 8348)	 t q[4]
Gate( 8349)	 t q[5]
Gate( 8350)	 t q[8]
Gate( 8351)	cx q[5], q[4]
Gate( 8352)	cx q[8], q[5]
Gate( 8353)	cx q[4], q[8]
Gate( 8354)	tdg q[5]
Gate( 8355)	cx q[4], q[5]
Gate( 8356)	tdg q[4]
Gate( 8357)	tdg q[5]
Gate( 8358)	 t q[8]
Gate( 8359)	cx q[8], q[5]
Gate( 8360)	cx q[4], q[8]
Gate( 8361)	cx q[5], q[4]
Gate( 8362)	 h q[8]
Gate( 8363)	 h q[0]
Gate( 8364)	 t q[5]
Gate( 8365)	 t q[6]
Gate( 8366)	 t q[0]
Gate( 8367)	cx q[6], q[5]
Gate( 8368)	cx q[0], q[6]
Gate( 8369)	cx q[5], q[0]
Gate( 8370)	tdg q[6]
Gate( 8371)	cx q[5], q[6]
Gate( 8372)	tdg q[5]
Gate( 8373)	tdg q[6]
Gate( 8374)	 t q[0]
Gate( 8375)	cx q[0], q[6]
Gate( 8376)	cx q[5], q[0]
Gate( 8377)	cx q[6], q[5]
Gate( 8378)	 h q[0]
Gate( 8379)	 h q[6]
Gate( 8380)	 t q[7]
Gate( 8381)	 t q[4]
Gate( 8382)	 t q[6]
Gate( 8383)	cx q[4], q[7]
Gate( 8384)	cx q[6], q[4]
Gate( 8385)	cx q[7], q[6]
Gate( 8386)	tdg q[4]
Gate( 8387)	cx q[7], q[4]
Gate( 8388)	tdg q[7]
Gate( 8389)	tdg q[4]
Gate( 8390)	 t q[6]
Gate( 8391)	cx q[6], q[4]
Gate( 8392)	cx q[7], q[6]
Gate( 8393)	cx q[4], q[7]
Gate( 8394)	 h q[6]
Gate( 8395)	 h q[4]
Gate( 8396)	 t q[9]
Gate( 8397)	 t q[8]
Gate( 8398)	 t q[4]
Gate( 8399)	cx q[8], q[9]
Gate( 8400)	cx q[4], q[8]
Gate( 8401)	cx q[9], q[4]
Gate( 8402)	tdg q[8]
Gate( 8403)	cx q[9], q[8]
Gate( 8404)	tdg q[9]
Gate( 8405)	tdg q[8]
Gate( 8406)	 t q[4]
Gate( 8407)	cx q[4], q[8]
Gate( 8408)	cx q[9], q[4]
Gate( 8409)	cx q[8], q[9]
Gate( 8410)	 h q[4]
Gate( 8411)	 h q[6]
Gate( 8412)	 t q[7]
Gate( 8413)	 t q[4]
Gate( 8414)	 t q[6]
Gate( 8415)	cx q[4], q[7]
Gate( 8416)	cx q[6], q[4]
Gate( 8417)	cx q[7], q[6]
Gate( 8418)	tdg q[4]
Gate( 8419)	cx q[7], q[4]
Gate( 8420)	tdg q[7]
Gate( 8421)	tdg q[4]
Gate( 8422)	 t q[6]
Gate( 8423)	cx q[6], q[4]
Gate( 8424)	cx q[7], q[6]
Gate( 8425)	cx q[4], q[7]
Gate( 8426)	 h q[6]
Gate( 8427)	 h q[0]
Gate( 8428)	 t q[5]
Gate( 8429)	 t q[6]
Gate( 8430)	 t q[0]
Gate( 8431)	cx q[6], q[5]
Gate( 8432)	cx q[0], q[6]
Gate( 8433)	cx q[5], q[0]
Gate( 8434)	tdg q[6]
Gate( 8435)	cx q[5], q[6]
Gate( 8436)	tdg q[5]
Gate( 8437)	tdg q[6]
Gate( 8438)	 t q[0]
Gate( 8439)	cx q[0], q[6]
Gate( 8440)	cx q[5], q[0]
Gate( 8441)	cx q[6], q[5]
Gate( 8442)	 h q[0]
Gate( 8443)	 h q[6]
Gate( 8444)	 t q[7]
Gate( 8445)	 t q[4]
Gate( 8446)	 t q[6]
Gate( 8447)	cx q[4], q[7]
Gate( 8448)	cx q[6], q[4]
Gate( 8449)	cx q[7], q[6]
Gate( 8450)	tdg q[4]
Gate( 8451)	cx q[7], q[4]
Gate( 8452)	tdg q[7]
Gate( 8453)	tdg q[4]
Gate( 8454)	 t q[6]
Gate( 8455)	cx q[6], q[4]
Gate( 8456)	cx q[7], q[6]
Gate( 8457)	cx q[4], q[7]
Gate( 8458)	 h q[6]
Gate( 8459)	 h q[4]
Gate( 8460)	 t q[9]
Gate( 8461)	 t q[8]
Gate( 8462)	 t q[4]
Gate( 8463)	cx q[8], q[9]
Gate( 8464)	cx q[4], q[8]
Gate( 8465)	cx q[9], q[4]
Gate( 8466)	tdg q[8]
Gate( 8467)	cx q[9], q[8]
Gate( 8468)	tdg q[9]
Gate( 8469)	tdg q[8]
Gate( 8470)	 t q[4]
Gate( 8471)	cx q[4], q[8]
Gate( 8472)	cx q[9], q[4]
Gate( 8473)	cx q[8], q[9]
Gate( 8474)	 h q[4]
Gate( 8475)	 h q[6]
Gate( 8476)	 t q[7]
Gate( 8477)	 t q[4]
Gate( 8478)	 t q[6]
Gate( 8479)	cx q[4], q[7]
Gate( 8480)	cx q[6], q[4]
Gate( 8481)	cx q[7], q[6]
Gate( 8482)	tdg q[4]
Gate( 8483)	cx q[7], q[4]
Gate( 8484)	tdg q[7]
Gate( 8485)	tdg q[4]
Gate( 8486)	 t q[6]
Gate( 8487)	cx q[6], q[4]
Gate( 8488)	cx q[7], q[6]
Gate( 8489)	cx q[4], q[7]
Gate( 8490)	 h q[6]
Gate( 8491)	 h q[2]
Gate( 8492)	 t q[4]
Gate( 8493)	 t q[5]
Gate( 8494)	 t q[2]
Gate( 8495)	cx q[5], q[4]
Gate( 8496)	cx q[2], q[5]
Gate( 8497)	cx q[4], q[2]
Gate( 8498)	tdg q[5]
Gate( 8499)	cx q[4], q[5]
Gate( 8500)	tdg q[4]
Gate( 8501)	tdg q[5]
Gate( 8502)	 t q[2]
Gate( 8503)	cx q[2], q[5]
Gate( 8504)	cx q[4], q[2]
Gate( 8505)	cx q[5], q[4]
Gate( 8506)	 h q[2]
Gate( 8507)	 h q[5]
Gate( 8508)	 t q[6]
Gate( 8509)	 t q[3]
Gate( 8510)	 t q[5]
Gate( 8511)	cx q[3], q[6]
Gate( 8512)	cx q[5], q[3]
Gate( 8513)	cx q[6], q[5]
Gate( 8514)	tdg q[3]
Gate( 8515)	cx q[6], q[3]
Gate( 8516)	tdg q[6]
Gate( 8517)	tdg q[3]
Gate( 8518)	 t q[5]
Gate( 8519)	cx q[5], q[3]
Gate( 8520)	cx q[6], q[5]
Gate( 8521)	cx q[3], q[6]
Gate( 8522)	 h q[5]
Gate( 8523)	 h q[3]
Gate( 8524)	 t q[7]
Gate( 8525)	 t q[1]
Gate( 8526)	 t q[3]
Gate( 8527)	cx q[1], q[7]
Gate( 8528)	cx q[3], q[1]
Gate( 8529)	cx q[7], q[3]
Gate( 8530)	tdg q[1]
Gate( 8531)	cx q[7], q[1]
Gate( 8532)	tdg q[7]
Gate( 8533)	tdg q[1]
Gate( 8534)	 t q[3]
Gate( 8535)	cx q[3], q[1]
Gate( 8536)	cx q[7], q[3]
Gate( 8537)	cx q[1], q[7]
Gate( 8538)	 h q[3]
Gate( 8539)	 h q[1]
Gate( 8540)	 t q[9]
Gate( 8541)	 t q[8]
Gate( 8542)	 t q[1]
Gate( 8543)	cx q[8], q[9]
Gate( 8544)	cx q[1], q[8]
Gate( 8545)	cx q[9], q[1]
Gate( 8546)	tdg q[8]
Gate( 8547)	cx q[9], q[8]
Gate( 8548)	tdg q[9]
Gate( 8549)	tdg q[8]
Gate( 8550)	 t q[1]
Gate( 8551)	cx q[1], q[8]
Gate( 8552)	cx q[9], q[1]
Gate( 8553)	cx q[8], q[9]
Gate( 8554)	 h q[1]
Gate( 8555)	 h q[3]
Gate( 8556)	 t q[7]
Gate( 8557)	 t q[1]
Gate( 8558)	 t q[3]
Gate( 8559)	cx q[1], q[7]
Gate( 8560)	cx q[3], q[1]
Gate( 8561)	cx q[7], q[3]
Gate( 8562)	tdg q[1]
Gate( 8563)	cx q[7], q[1]
Gate( 8564)	tdg q[7]
Gate( 8565)	tdg q[1]
Gate( 8566)	 t q[3]
Gate( 8567)	cx q[3], q[1]
Gate( 8568)	cx q[7], q[3]
Gate( 8569)	cx q[1], q[7]
Gate( 8570)	 h q[3]
Gate( 8571)	 h q[5]
Gate( 8572)	 t q[6]
Gate( 8573)	 t q[3]
Gate( 8574)	 t q[5]
Gate( 8575)	cx q[3], q[6]
Gate( 8576)	cx q[5], q[3]
Gate( 8577)	cx q[6], q[5]
Gate( 8578)	tdg q[3]
Gate( 8579)	cx q[6], q[3]
Gate( 8580)	tdg q[6]
Gate( 8581)	tdg q[3]
Gate( 8582)	 t q[5]
Gate( 8583)	cx q[5], q[3]
Gate( 8584)	cx q[6], q[5]
Gate( 8585)	cx q[3], q[6]
Gate( 8586)	 h q[5]
Gate( 8587)	 h q[2]
Gate( 8588)	 t q[4]
Gate( 8589)	 t q[5]
Gate( 8590)	 t q[2]
Gate( 8591)	cx q[5], q[4]
Gate( 8592)	cx q[2], q[5]
Gate( 8593)	cx q[4], q[2]
Gate( 8594)	tdg q[5]
Gate( 8595)	cx q[4], q[5]
Gate( 8596)	tdg q[4]
Gate( 8597)	tdg q[5]
Gate( 8598)	 t q[2]
Gate( 8599)	cx q[2], q[5]
Gate( 8600)	cx q[4], q[2]
Gate( 8601)	cx q[5], q[4]
Gate( 8602)	 h q[2]
Gate( 8603)	 h q[5]
Gate( 8604)	 t q[6]
Gate( 8605)	 t q[3]
Gate( 8606)	 t q[5]
Gate( 8607)	cx q[3], q[6]
Gate( 8608)	cx q[5], q[3]
Gate( 8609)	cx q[6], q[5]
Gate( 8610)	tdg q[3]
Gate( 8611)	cx q[6], q[3]
Gate( 8612)	tdg q[6]
Gate( 8613)	tdg q[3]
Gate( 8614)	 t q[5]
Gate( 8615)	cx q[5], q[3]
Gate( 8616)	cx q[6], q[5]
Gate( 8617)	cx q[3], q[6]
Gate( 8618)	 h q[5]
Gate( 8619)	 h q[3]
Gate( 8620)	 t q[7]
Gate( 8621)	 t q[1]
Gate( 8622)	 t q[3]
Gate( 8623)	cx q[1], q[7]
Gate( 8624)	cx q[3], q[1]
Gate( 8625)	cx q[7], q[3]
Gate( 8626)	tdg q[1]
Gate( 8627)	cx q[7], q[1]
Gate( 8628)	tdg q[7]
Gate( 8629)	tdg q[1]
Gate( 8630)	 t q[3]
Gate( 8631)	cx q[3], q[1]
Gate( 8632)	cx q[7], q[3]
Gate( 8633)	cx q[1], q[7]
Gate( 8634)	 h q[3]
Gate( 8635)	 h q[1]
Gate( 8636)	 t q[9]
Gate( 8637)	 t q[8]
Gate( 8638)	 t q[1]
Gate( 8639)	cx q[8], q[9]
Gate( 8640)	cx q[1], q[8]
Gate( 8641)	cx q[9], q[1]
Gate( 8642)	tdg q[8]
Gate( 8643)	cx q[9], q[8]
Gate( 8644)	tdg q[9]
Gate( 8645)	tdg q[8]
Gate( 8646)	 t q[1]
Gate( 8647)	cx q[1], q[8]
Gate( 8648)	cx q[9], q[1]
Gate( 8649)	cx q[8], q[9]
Gate( 8650)	 h q[1]
Gate( 8651)	 h q[3]
Gate( 8652)	 t q[7]
Gate( 8653)	 t q[1]
Gate( 8654)	 t q[3]
Gate( 8655)	cx q[1], q[7]
Gate( 8656)	cx q[3], q[1]
Gate( 8657)	cx q[7], q[3]
Gate( 8658)	tdg q[1]
Gate( 8659)	cx q[7], q[1]
Gate( 8660)	tdg q[7]
Gate( 8661)	tdg q[1]
Gate( 8662)	 t q[3]
Gate( 8663)	cx q[3], q[1]
Gate( 8664)	cx q[7], q[3]
Gate( 8665)	cx q[1], q[7]
Gate( 8666)	 h q[3]
Gate( 8667)	 h q[5]
Gate( 8668)	 t q[6]
Gate( 8669)	 t q[3]
Gate( 8670)	 t q[5]
Gate( 8671)	cx q[3], q[6]
Gate( 8672)	cx q[5], q[3]
Gate( 8673)	cx q[6], q[5]
Gate( 8674)	tdg q[3]
Gate( 8675)	cx q[6], q[3]
Gate( 8676)	tdg q[6]
Gate( 8677)	tdg q[3]
Gate( 8678)	 t q[5]
Gate( 8679)	cx q[5], q[3]
Gate( 8680)	cx q[6], q[5]
Gate( 8681)	cx q[3], q[6]
Gate( 8682)	 h q[5]
Gate( 8683)	 x q[3]
Gate( 8684)	 h q[0]
Gate( 8685)	 t q[7]
Gate( 8686)	 t q[6]
Gate( 8687)	 t q[0]
Gate( 8688)	cx q[6], q[7]
Gate( 8689)	cx q[0], q[6]
Gate( 8690)	cx q[7], q[0]
Gate( 8691)	tdg q[6]
Gate( 8692)	cx q[7], q[6]
Gate( 8693)	tdg q[7]
Gate( 8694)	tdg q[6]
Gate( 8695)	 t q[0]
Gate( 8696)	cx q[0], q[6]
Gate( 8697)	cx q[7], q[0]
Gate( 8698)	cx q[6], q[7]
Gate( 8699)	 h q[0]
Gate( 8700)	 h q[6]
Gate( 8701)	 t q[9]
Gate( 8702)	 t q[8]
Gate( 8703)	 t q[6]
Gate( 8704)	cx q[8], q[9]
Gate( 8705)	cx q[6], q[8]
Gate( 8706)	cx q[9], q[6]
Gate( 8707)	tdg q[8]
Gate( 8708)	cx q[9], q[8]
Gate( 8709)	tdg q[9]
Gate( 8710)	tdg q[8]
Gate( 8711)	 t q[6]
Gate( 8712)	cx q[6], q[8]
Gate( 8713)	cx q[9], q[6]
Gate( 8714)	cx q[8], q[9]
Gate( 8715)	 h q[6]
Gate( 8716)	 h q[0]
Gate( 8717)	 t q[7]
Gate( 8718)	 t q[6]
Gate( 8719)	 t q[0]
Gate( 8720)	cx q[6], q[7]
Gate( 8721)	cx q[0], q[6]
Gate( 8722)	cx q[7], q[0]
Gate( 8723)	tdg q[6]
Gate( 8724)	cx q[7], q[6]
Gate( 8725)	tdg q[7]
Gate( 8726)	tdg q[6]
Gate( 8727)	 t q[0]
Gate( 8728)	cx q[0], q[6]
Gate( 8729)	cx q[7], q[0]
Gate( 8730)	cx q[6], q[7]
Gate( 8731)	 h q[0]
Gate( 8732)	 h q[6]
Gate( 8733)	 t q[9]
Gate( 8734)	 t q[8]
Gate( 8735)	 t q[6]
Gate( 8736)	cx q[8], q[9]
Gate( 8737)	cx q[6], q[8]
Gate( 8738)	cx q[9], q[6]
Gate( 8739)	tdg q[8]
Gate( 8740)	cx q[9], q[8]
Gate( 8741)	tdg q[9]
Gate( 8742)	tdg q[8]
Gate( 8743)	 t q[6]
Gate( 8744)	cx q[6], q[8]
Gate( 8745)	cx q[9], q[6]
Gate( 8746)	cx q[8], q[9]
Gate( 8747)	 h q[6]
Gate( 8748)	 h q[1]
Gate( 8749)	 t q[0]
Gate( 8750)	 t q[9]
Gate( 8751)	 t q[1]
Gate( 8752)	cx q[9], q[0]
Gate( 8753)	cx q[1], q[9]
Gate( 8754)	cx q[0], q[1]
Gate( 8755)	tdg q[9]
Gate( 8756)	cx q[0], q[9]
Gate( 8757)	tdg q[0]
Gate( 8758)	tdg q[9]
Gate( 8759)	 t q[1]
Gate( 8760)	cx q[1], q[9]
Gate( 8761)	cx q[0], q[1]
Gate( 8762)	cx q[9], q[0]
Gate( 8763)	 h q[1]
Gate( 8764)	 h q[9]
Gate( 8765)	 t q[3]
Gate( 8766)	 t q[8]
Gate( 8767)	 t q[9]
Gate( 8768)	cx q[8], q[3]
Gate( 8769)	cx q[9], q[8]
Gate( 8770)	cx q[3], q[9]
Gate( 8771)	tdg q[8]
Gate( 8772)	cx q[3], q[8]
Gate( 8773)	tdg q[3]
Gate( 8774)	tdg q[8]
Gate( 8775)	 t q[9]
Gate( 8776)	cx q[9], q[8]
Gate( 8777)	cx q[3], q[9]
Gate( 8778)	cx q[8], q[3]
Gate( 8779)	 h q[9]
Gate( 8780)	 h q[8]
Gate( 8781)	 t q[6]
Gate( 8782)	 t q[4]
Gate( 8783)	 t q[8]
Gate( 8784)	cx q[4], q[6]
Gate( 8785)	cx q[8], q[4]
Gate( 8786)	cx q[6], q[8]
Gate( 8787)	tdg q[4]
Gate( 8788)	cx q[6], q[4]
Gate( 8789)	tdg q[6]
Gate( 8790)	tdg q[4]
Gate( 8791)	 t q[8]
Gate( 8792)	cx q[8], q[4]
Gate( 8793)	cx q[6], q[8]
Gate( 8794)	cx q[4], q[6]
Gate( 8795)	 h q[8]
Gate( 8796)	 h q[9]
Gate( 8797)	 t q[3]
Gate( 8798)	 t q[8]
Gate( 8799)	 t q[9]
Gate( 8800)	cx q[8], q[3]
Gate( 8801)	cx q[9], q[8]
Gate( 8802)	cx q[3], q[9]
Gate( 8803)	tdg q[8]
Gate( 8804)	cx q[3], q[8]
Gate( 8805)	tdg q[3]
Gate( 8806)	tdg q[8]
Gate( 8807)	 t q[9]
Gate( 8808)	cx q[9], q[8]
Gate( 8809)	cx q[3], q[9]
Gate( 8810)	cx q[8], q[3]
Gate( 8811)	 h q[9]
Gate( 8812)	 h q[1]
Gate( 8813)	 t q[0]
Gate( 8814)	 t q[9]
Gate( 8815)	 t q[1]
Gate( 8816)	cx q[9], q[0]
Gate( 8817)	cx q[1], q[9]
Gate( 8818)	cx q[0], q[1]
Gate( 8819)	tdg q[9]
Gate( 8820)	cx q[0], q[9]
Gate( 8821)	tdg q[0]
Gate( 8822)	tdg q[9]
Gate( 8823)	 t q[1]
Gate( 8824)	cx q[1], q[9]
Gate( 8825)	cx q[0], q[1]
Gate( 8826)	cx q[9], q[0]
Gate( 8827)	 h q[1]
Gate( 8828)	 h q[9]
Gate( 8829)	 t q[3]
Gate( 8830)	 t q[8]
Gate( 8831)	 t q[9]
Gate( 8832)	cx q[8], q[3]
Gate( 8833)	cx q[9], q[8]
Gate( 8834)	cx q[3], q[9]
Gate( 8835)	tdg q[8]
Gate( 8836)	cx q[3], q[8]
Gate( 8837)	tdg q[3]
Gate( 8838)	tdg q[8]
Gate( 8839)	 t q[9]
Gate( 8840)	cx q[9], q[8]
Gate( 8841)	cx q[3], q[9]
Gate( 8842)	cx q[8], q[3]
Gate( 8843)	 h q[9]
Gate( 8844)	 h q[8]
Gate( 8845)	 t q[6]
Gate( 8846)	 t q[4]
Gate( 8847)	 t q[8]
Gate( 8848)	cx q[4], q[6]
Gate( 8849)	cx q[8], q[4]
Gate( 8850)	cx q[6], q[8]
Gate( 8851)	tdg q[4]
Gate( 8852)	cx q[6], q[4]
Gate( 8853)	tdg q[6]
Gate( 8854)	tdg q[4]
Gate( 8855)	 t q[8]
Gate( 8856)	cx q[8], q[4]
Gate( 8857)	cx q[6], q[8]
Gate( 8858)	cx q[4], q[6]
Gate( 8859)	 h q[8]
Gate( 8860)	 h q[9]
Gate( 8861)	 t q[3]
Gate( 8862)	 t q[8]
Gate( 8863)	 t q[9]
Gate( 8864)	cx q[8], q[3]
Gate( 8865)	cx q[9], q[8]
Gate( 8866)	cx q[3], q[9]
Gate( 8867)	tdg q[8]
Gate( 8868)	cx q[3], q[8]
Gate( 8869)	tdg q[3]
Gate( 8870)	tdg q[8]
Gate( 8871)	 t q[9]
Gate( 8872)	cx q[9], q[8]
Gate( 8873)	cx q[3], q[9]
Gate( 8874)	cx q[8], q[3]
Gate( 8875)	 h q[9]
Gate( 8876)	 h q[0]
Gate( 8877)	 t q[7]
Gate( 8878)	 t q[6]
Gate( 8879)	 t q[0]
Gate( 8880)	cx q[6], q[7]
Gate( 8881)	cx q[0], q[6]
Gate( 8882)	cx q[7], q[0]
Gate( 8883)	tdg q[6]
Gate( 8884)	cx q[7], q[6]
Gate( 8885)	tdg q[7]
Gate( 8886)	tdg q[6]
Gate( 8887)	 t q[0]
Gate( 8888)	cx q[0], q[6]
Gate( 8889)	cx q[7], q[0]
Gate( 8890)	cx q[6], q[7]
Gate( 8891)	 h q[0]
Gate( 8892)	 h q[6]
Gate( 8893)	 t q[9]
Gate( 8894)	 t q[8]
Gate( 8895)	 t q[6]
Gate( 8896)	cx q[8], q[9]
Gate( 8897)	cx q[6], q[8]
Gate( 8898)	cx q[9], q[6]
Gate( 8899)	tdg q[8]
Gate( 8900)	cx q[9], q[8]
Gate( 8901)	tdg q[9]
Gate( 8902)	tdg q[8]
Gate( 8903)	 t q[6]
Gate( 8904)	cx q[6], q[8]
Gate( 8905)	cx q[9], q[6]
Gate( 8906)	cx q[8], q[9]
Gate( 8907)	 h q[6]
Gate( 8908)	 h q[0]
Gate( 8909)	 t q[7]
Gate( 8910)	 t q[6]
Gate( 8911)	 t q[0]
Gate( 8912)	cx q[6], q[7]
Gate( 8913)	cx q[0], q[6]
Gate( 8914)	cx q[7], q[0]
Gate( 8915)	tdg q[6]
Gate( 8916)	cx q[7], q[6]
Gate( 8917)	tdg q[7]
Gate( 8918)	tdg q[6]
Gate( 8919)	 t q[0]
Gate( 8920)	cx q[0], q[6]
Gate( 8921)	cx q[7], q[0]
Gate( 8922)	cx q[6], q[7]
Gate( 8923)	 h q[0]
Gate( 8924)	 h q[6]
Gate( 8925)	 t q[9]
Gate( 8926)	 t q[8]
Gate( 8927)	 t q[6]
Gate( 8928)	cx q[8], q[9]
Gate( 8929)	cx q[6], q[8]
Gate( 8930)	cx q[9], q[6]
Gate( 8931)	tdg q[8]
Gate( 8932)	cx q[9], q[8]
Gate( 8933)	tdg q[9]
Gate( 8934)	tdg q[8]
Gate( 8935)	 t q[6]
Gate( 8936)	cx q[6], q[8]
Gate( 8937)	cx q[9], q[6]
Gate( 8938)	cx q[8], q[9]
Gate( 8939)	 h q[6]
Gate( 8940)	 h q[1]
Gate( 8941)	 t q[0]
Gate( 8942)	 t q[9]
Gate( 8943)	 t q[1]
Gate( 8944)	cx q[9], q[0]
Gate( 8945)	cx q[1], q[9]
Gate( 8946)	cx q[0], q[1]
Gate( 8947)	tdg q[9]
Gate( 8948)	cx q[0], q[9]
Gate( 8949)	tdg q[0]
Gate( 8950)	tdg q[9]
Gate( 8951)	 t q[1]
Gate( 8952)	cx q[1], q[9]
Gate( 8953)	cx q[0], q[1]
Gate( 8954)	cx q[9], q[0]
Gate( 8955)	 h q[1]
Gate( 8956)	 h q[9]
Gate( 8957)	 t q[3]
Gate( 8958)	 t q[8]
Gate( 8959)	 t q[9]
Gate( 8960)	cx q[8], q[3]
Gate( 8961)	cx q[9], q[8]
Gate( 8962)	cx q[3], q[9]
Gate( 8963)	tdg q[8]
Gate( 8964)	cx q[3], q[8]
Gate( 8965)	tdg q[3]
Gate( 8966)	tdg q[8]
Gate( 8967)	 t q[9]
Gate( 8968)	cx q[9], q[8]
Gate( 8969)	cx q[3], q[9]
Gate( 8970)	cx q[8], q[3]
Gate( 8971)	 h q[9]
Gate( 8972)	 h q[8]
Gate( 8973)	 t q[6]
Gate( 8974)	 t q[4]
Gate( 8975)	 t q[8]
Gate( 8976)	cx q[4], q[6]
Gate( 8977)	cx q[8], q[4]
Gate( 8978)	cx q[6], q[8]
Gate( 8979)	tdg q[4]
Gate( 8980)	cx q[6], q[4]
Gate( 8981)	tdg q[6]
Gate( 8982)	tdg q[4]
Gate( 8983)	 t q[8]
Gate( 8984)	cx q[8], q[4]
Gate( 8985)	cx q[6], q[8]
Gate( 8986)	cx q[4], q[6]
Gate( 8987)	 h q[8]
Gate( 8988)	 h q[9]
Gate( 8989)	 t q[3]
Gate( 8990)	 t q[8]
Gate( 8991)	 t q[9]
Gate( 8992)	cx q[8], q[3]
Gate( 8993)	cx q[9], q[8]
Gate( 8994)	cx q[3], q[9]
Gate( 8995)	tdg q[8]
Gate( 8996)	cx q[3], q[8]
Gate( 8997)	tdg q[3]
Gate( 8998)	tdg q[8]
Gate( 8999)	 t q[9]
Gate( 9000)	cx q[9], q[8]
Gate( 9001)	cx q[3], q[9]
Gate( 9002)	cx q[8], q[3]
Gate( 9003)	 h q[9]
Gate( 9004)	 h q[1]
Gate( 9005)	 t q[0]
Gate( 9006)	 t q[9]
Gate( 9007)	 t q[1]
Gate( 9008)	cx q[9], q[0]
Gate( 9009)	cx q[1], q[9]
Gate( 9010)	cx q[0], q[1]
Gate( 9011)	tdg q[9]
Gate( 9012)	cx q[0], q[9]
Gate( 9013)	tdg q[0]
Gate( 9014)	tdg q[9]
Gate( 9015)	 t q[1]
Gate( 9016)	cx q[1], q[9]
Gate( 9017)	cx q[0], q[1]
Gate( 9018)	cx q[9], q[0]
Gate( 9019)	 h q[1]
Gate( 9020)	 h q[9]
Gate( 9021)	 t q[3]
Gate( 9022)	 t q[8]
Gate( 9023)	 t q[9]
Gate( 9024)	cx q[8], q[3]
Gate( 9025)	cx q[9], q[8]
Gate( 9026)	cx q[3], q[9]
Gate( 9027)	tdg q[8]
Gate( 9028)	cx q[3], q[8]
Gate( 9029)	tdg q[3]
Gate( 9030)	tdg q[8]
Gate( 9031)	 t q[9]
Gate( 9032)	cx q[9], q[8]
Gate( 9033)	cx q[3], q[9]
Gate( 9034)	cx q[8], q[3]
Gate( 9035)	 h q[9]
Gate( 9036)	 h q[8]
Gate( 9037)	 t q[6]
Gate( 9038)	 t q[4]
Gate( 9039)	 t q[8]
Gate( 9040)	cx q[4], q[6]
Gate( 9041)	cx q[8], q[4]
Gate( 9042)	cx q[6], q[8]
Gate( 9043)	tdg q[4]
Gate( 9044)	cx q[6], q[4]
Gate( 9045)	tdg q[6]
Gate( 9046)	tdg q[4]
Gate( 9047)	 t q[8]
Gate( 9048)	cx q[8], q[4]
Gate( 9049)	cx q[6], q[8]
Gate( 9050)	cx q[4], q[6]
Gate( 9051)	 h q[8]
Gate( 9052)	 h q[9]
Gate( 9053)	 t q[3]
Gate( 9054)	 t q[8]
Gate( 9055)	 t q[9]
Gate( 9056)	cx q[8], q[3]
Gate( 9057)	cx q[9], q[8]
Gate( 9058)	cx q[3], q[9]
Gate( 9059)	tdg q[8]
Gate( 9060)	cx q[3], q[8]
Gate( 9061)	tdg q[3]
Gate( 9062)	tdg q[8]
Gate( 9063)	 t q[9]
Gate( 9064)	cx q[9], q[8]
Gate( 9065)	cx q[3], q[9]
Gate( 9066)	cx q[8], q[3]
Gate( 9067)	 h q[9]
